"ID","Country","Categoria","Settore","Prodotto eng","Prodotto","Confezione","Prezzo","Photo","Esclusivo","Obsoleto","IDDestinatario","COGE","Note","QuantDef"
"EC101","Italy","Etichette AIC","AIC ossigeno","Etichette per serbatoi di ossigeno da 3'000 litri","Etichette per serbatoi O2 da 3'000 litri",50,"140.00","Etichette-per-serbatoi-di-ossigeno.jpg",FALSO,FALSO,"SMR","N011",,
"EC102","Italy","Etichette AIC","AIC ossigeno","Etichette per serbatoi di ossigeno da 5'000 litri","Etichette per serbatoi O2 da 5'000 litri",50,"140.00","Etichette-per-serbatoi-di-ossigeno.jpg",FALSO,FALSO,"SMR","N011",,
"EC103","Italy","Etichette AIC","AIC ossigeno","Etichette per serbatoi di ossigeno da 10'000 litri","Etichette per serbatoi O2 da 10'000 litri",50,"140.00","Etichette-per-serbatoi-di-ossigeno.jpg",FALSO,FALSO,"SMR","N011",,
"EC104","Italy","Etichette AIC","AIC ossigeno","Etichette per serbatoi di ossigeno da 15'000 litri","Etichette per serbatoi O2 da 15'000 litri",50,"140.00","Etichette-per-serbatoi-di-ossigeno.jpg",FALSO,FALSO,"SMR","N011",,
"EC105","Italy","Etichette AIC","AIC ossigeno","Etichette per serbatoi di ossigeno da 20'000 litri","Etichette per serbatoi O2 da 20'000 litri",50,"140.00","Etichette-per-serbatoi-di-ossigeno.jpg",FALSO,FALSO,"SMR","N011",,
"EC106","Italy","Etichette AIC","AIC ossigeno","Etichette per serbatoi di ossigeno da 30'000 litri","Etichette per serbatoi O2 da 30'000 litri",50,"140.00","Etichette-per-serbatoi-di-ossigeno.jpg",FALSO,FALSO,"SMR","N011",,
"EC107","Italy","Etichette AIC","AIC ossigeno","Etichette per bombole di ossigeno con valvola standard da 0.5 litri in acciaio","Etich. x bb O2 con valv. standard da 0.5 l in acciaio",50,"7.50","Etichette-per-bombole-di-ossigeno-con-valvola-riduttrice.jpg",FALSO,FALSO,"SMR","N011",,
"EC108","Italy","Etichette AIC","AIC ossigeno","Etichette per bombole di ossigeno con valvola standard da 30 litri in acciaio","Etich. x bb O2 con valv. standard da 30 l in acciaio",50,"7.50","Etichette-per-bombole-di-ossigeno-con-valvola-riduttrice.jpg",FALSO,FALSO,"SMR","N011",,
"EC109","Italy","Etichette AIC","AIC ossigeno","Etichette per bombole di ossigeno con valvola standard da 33 litri in acciaio","Etich. x bb O2 con valv. standard da 33 l in acciaio",50,"12.00","Etichette-per-bombole-di-ossigeno-con-valvola-riduttrice.jpg",FALSO,FALSO,"SMR","N011",,
"EC110","Italy","Etichette AIC","AIC ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 2 litri in acciaio","Etich. x bb O2 con valvola riduttr. da 2 l in acciaio",50,"7.50","Etichette-per-bombole-di-ossigeno-con-valvola-riduttrice.jpg",FALSO,FALSO,"SMR","N011",,
"EC111","Italy","Etichette AIC","AIC ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 27 litri in acciaio","Etich. x bb O2 con valv. riduttr. da 27 l in acciaio",50,"7.50","Etichette-per-bombole-di-ossigeno-con-valvola-riduttrice.jpg",FALSO,FALSO,"SMR","N011",,
"EC112","Italy","Etichette AIC","AIC ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 30 litri in acciaio","Etich. x bb O2 con valv. riduttr. da 30 l in acciaio",50,"7.50","Etichette-per-bombole-di-ossigeno-con-valvola-riduttrice.jpg",FALSO,FALSO,"SMR","N011",,
"EC113","Italy","Etichette AIC","AIC ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 33 litri in acciaio","Etich. x bb O2 con valv. riduttr. da 33 l in acciaio",50,"12.00","Etichette-per-bombole-di-ossigeno-con-valvola-riduttrice.jpg",FALSO,FALSO,"SMR","N011",,
"EC114","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 3.75 kg","Etichette per bombole di azoto protossido da 3.75 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
"EC115","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 7.5 kg","Etichette per bombole di azoto protossido da 7.5 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
"EC116","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 10.5 kg","Etichette per bombole di azoto protossido da 10.5 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
"EC117","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 20.25 kg","Etichette per bombole di azoto protossido da 20.25 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
"EC118","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 30 kg","Etichette per bombole di azoto protossido da 30 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
"EC119","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 37.5 kg","Etichette per bombole di azoto protossido da 37.5 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
"EC120","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 2.25 kg","Etichette per bombole di azoto protossido da 2.25 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
"EC121","Italy","Etichette AIC","AIC protossido azoto","Etichette per pacchi di azoto protossido","Etichette per pacchi di azoto protossido",50,"7.50",,FALSO,FALSO,"SMR","N011",,
"EC122","Italy","Etichette AIC","AIC protossido azoto","Etichette per serbatoi di azoto protossido da 700 kg","Etichette per serbatoi di azoto protossido da 700 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
"EC123","Italy","Etichette AIC","AIC protossido azoto","Etichette per serbatoi di azoto protossido da 1200 kg","Etichette per serbatoi di azoto protossido da 1200 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
"EC124","Italy","Etichette AIC","AIC protossido azoto","Etichette per serbatoi di azoto protossido da 1300 kg","Etichette per serbatoi di azoto protossido da 1300 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
"EC125","Italy","Etichette AIC","AIC protossido azoto","Etichette per serbatoi di azoto protossido da 1500 kg","Etichette per serbatoi di azoto protossido da 1500 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
"EC126","Italy","Fogli illustrativi","AIC gas medicali","Foglietti illustrativi per anidride carbonica medical device per laparoscopia","Fogli illustrativi CO2 MD",1,"0.41","Foglietti-illustrativi-_-medical-device.jpg",FALSO,FALSO,"SMR","N010",,
"EC127","Italy","Fogli illustrativi","AIC gas medicali","Foglietti illustrativi per azoto liquido medical device","Fogli illustrativi N2 liquido MD",1,"0.41","Foglietti-illustrativi-_-medical-device.jpg",FALSO,FALSO,"SMR","N010",,
"EC128","Italy","Fogli illustrativi","AIC gas medicali","Foglietti illustrativi per protossido di azoto medical device","Fogli illustrativi N2O MD",1,"0.41","Foglietti-illustrativi-_-medical-device.jpg",FALSO,FALSO,"SMR","N010",,
"EC129","Italy","Fogli illustrativi","AIC gas medicali","Foglietti illustrativi per anidride carbonica medical device per criogenia in fase gas","Fogli illustrativi CO2 MD cryo gas",1,"0.41","Foglietti-illustrativi-_-medical-device.jpg",FALSO,FALSO,"SMR","N010",,
"EC130","Italy","Fogli illustrativi","AIC fogli illustrativi","Foglietti illustrativi per anidride carbonica medical device per criogenia in fase liquida","Fogli illustrativi CO2 MD cryo liquida",1,"0.41","Foglietti-illustrativi-per-anidride-carbonica-medical-device-per-criogenia-in-fase-liquida.jpg",FALSO,FALSO,"SMR","N010",,
"EC131","Italy","Fogli illustrativi","AIC fogli illustrativi","Foglietti illustrativi per argon medical device","Fogli illustrativi per argon medical device",1,"0.41","Foglietti-illustrativi-_-medical-device.jpg",FALSO,FALSO,"SMR","N010",,
"EC132","Italy","Fogli illustrativi","AIC fogli illustrativi","Foglietti illustrativi AIC verdi per unità base","Foglietti illustrativi AIC verdi per unità base",1000,"236.50","Foglietti-illustrativi-AIC-verdi.jpg",FALSO,FALSO,"SMR","N010",,
"EC133","Italy","Fogli illustrativi","AIC fogli illustrativi","Foglietti illustrativi AIC azzurri per pacchi e per bombole da 33 litri e oltre","Foglietti AIC azzurri x pacchi e bb da 33 litri e olt",200,"35.60",,FALSO,FALSO,"SMR","N010",,
"EC134","Italy","Fogli illustrativi","AIC fogli illustrativi","Foglietti illustrativi AIC bianchi per bombole fino a 30 litri incluse","Foglietti AIC bianchi x pacchi e bb sotto i 33 litri",200,"48.30",,FALSO,FALSO,"SMR","N010",,
"EC135","Italy","Fogli illustrativi","AIC fogli illustrativi","Foglietti illustrativi AIC gialli per protossido di azoto","Foglietti AIC gialli x N2O",200,"38.00",,FALSO,FALSO,"SMR","N010",,
