"ID","Country","Vessel","Cylinder Colour IMAGE","Cylinder Body ID","Vessel Material","Capacity","Diameter","Pressure","Markets","GAS","Body Color","Shoulder color","Cap Type","Cap ID","Cap Material","PaintingType","Valve Type","Valve ID","Valve Material","Thread gas outelet","Norm","Outlet Gas","Deep tube","Deep tube ID","Deep Tube Material","Stamping","Description Certificate","Description","Solvent","Price"
"Cyl0267","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",5,152,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"108.5"
"Cyl0268","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",5,152,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Residual mignon (17E)","VA5","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"108.5"
"Cyl0269","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",5,152,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"181"
"Cyl0270","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",5,152,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Reducer Standard mignon (17E)","VA9","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"181"
"Cyl0271","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",5,152,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"181"
"Cyl0272","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",5,152,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Riducer Residual mignon (17E)","VA9","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"181"
"Cyl0273","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",7,140,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"122"
"Cyl0274","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",7,140,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"125.5"
"Cyl0275","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",7,140,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"198"
"Cyl0276","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",7,140,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"198"
"Cyl0277","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",7,152,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"122"
"Cyl0278","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",7,152,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"125.5"
"Cyl0279","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",7,152,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"198"
"Cyl0280","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",7,152,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"198"
"Cyl0281","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",10,140,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"150"
"Cyl0282","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",10,140,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"153.5"
"Cyl0283","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",10,140,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"226"
"Cyl0284","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",10,140,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"226"
"Cyl0285","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",10,176,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"150"
"Cyl0286","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",10,176,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"153.5"
"Cyl0287","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",10,176,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"226"
"Cyl0288","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",10,176,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"226"
"Cyl0289","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,140,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"163"
"Cyl0290","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,140,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"166.5"
"Cyl0291","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,140,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"239"
"Cyl0292","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,140,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"239"
"Cyl0293","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,168,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"163"
"Cyl0294","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,168,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"166.5"
"Cyl0295","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,168,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"239"
"Cyl0296","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,168,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"239"
"Cyl0297","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,176,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"163"
"Cyl0298","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,176,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"166.5"
"Cyl0299","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,176,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"239"
"Cyl0300","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,176,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"239"
"Cyl0301","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"163"
"Cyl0302","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Plastic","White","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"166.5"
"Cyl0303","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"239"
"Cyl0304","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",14,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","OXALYS","CAP5","Plastic","White","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"239"
"Cyl0305","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",20,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"222"
"Cyl0306","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",20,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"222"
"Cyl0307","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",20,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"226.5"
"Cyl0308","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",20,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"226.5"
"Cyl0309","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",20,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"298"
"Cyl0310","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",20,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"298"
"Cyl0311","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",20,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"298"
"Cyl0312","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",20,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"298"
"Cyl0313","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",27,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"297"
"Cyl0314","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",27,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"300.5"
"Cyl0315","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",27,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"373"
"Cyl0316","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",27,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"373"
"Cyl0317","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",40,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"472"
"Cyl0318","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",40,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"475.5"
"Cyl0319","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",40,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"548"
"Cyl0320","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",40,203,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"548"
"Cyl0321","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",40,229,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"472"
"Cyl0322","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",40,229,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"475.5"
"Cyl0323","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",40,229,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"548"
"Cyl0324","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",40,229,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"548"
"Cyl0325","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",50,229,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Standard (25E)","VA2","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"518.5"
"Cyl0326","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",50,229,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Residual (25E)","VA4","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"522"
"Cyl0327","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",50,229,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Reducer Standard (25E)","VA6","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"595"
"Cyl0328","ITALY","Cylinder","ITA-O2-MED-T.jpg","CB2","Alloy",50,229,200,"Medical","Oxygen (O2)","White RAL 9010","White RAL 9010","Tulip","CAP3","Steel","Galvanized","Riducer Residual (25E)","VA8","Brass chrome plated","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"595"
"Cyl0329","ITALY","Cylinder","ITA-O2-PURE-D.jpg","CB1","Steel",1,102,200,"Pure","Oxygen (O2)","Beige Ral 1001","White RAL 9010","DIN closed","CAP2","Steel","Galvanized","Standard (25E)","VA2","Brass","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"47.5"
"Cyl0330","ITALY","Cylinder","ITA-O2-PURE-D.jpg","CB1","Steel",1,102,200,"Pure","Oxygen (O2)","Beige Ral 1001","White RAL 9010","DIN closed","CAP2","Steel","Galvanized","Standard mignon (17E)","VA3","Brass","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"47.5"
"Cyl0331","ITALY","Cylinder","ITA-O2-PURE-D.jpg","CB1","Steel",1,102,200,"Pure","Oxygen (O2)","Beige Ral 1001","White RAL 9010","DIN closed","CAP2","Steel","Galvanized","Residual (25E)","VA4","Brass","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"51"
"Cyl0332","ITALY","Cylinder","ITA-O2-PURE-D.jpg","CB1","Steel",1,102,200,"Pure","Oxygen (O2)","Beige Ral 1001","White RAL 9010","DIN closed","CAP2","Steel","Galvanized","Residual mignon (17E)","VA5","Brass","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"51"
"Cyl0333","ITALY","Cylinder","ITA-O2-PURE-D.jpg","CB1","Steel",1,111,200,"Pure","Oxygen (O2)","Beige Ral 1001","White RAL 9010","DIN closed","CAP2","Steel","Galvanized","Standard (25E)","VA2","Brass","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"47.5"
"Cyl0334","ITALY","Cylinder","ITA-O2-PURE-D.jpg","CB1","Steel",1,111,200,"Pure","Oxygen (O2)","Beige Ral 1001","White RAL 9010","DIN closed","CAP2","Steel","Galvanized","Standard mignon (17E)","VA3","Brass","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"47.5"
"Cyl0335","ITALY","Cylinder","ITA-O2-PURE-D.jpg","CB1","Steel",1,111,200,"Pure","Oxygen (O2)","Beige Ral 1001","White RAL 9010","DIN closed","CAP2","Steel","Galvanized","Residual (25E)","VA4","Brass","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"51"
"Cyl0336","ITALY","Cylinder","ITA-O2-PURE-D.jpg","CB1","Steel",1,111,200,"Pure","Oxygen (O2)","Beige Ral 1001","White RAL 9010","DIN closed","CAP2","Steel","Galvanized","Residual mignon (17E)","VA5","Brass","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"51"
"Cyl0337","ITALY","Cylinder","ITA-O2-PURE-D.jpg","CB1","Steel",2,102,200,"Pure","Oxygen (O2)","Beige Ral 1001","White RAL 9010","DIN closed","CAP2","Steel","Galvanized","Standard (25E)","VA2","Brass","W 21,7 x 1/14""","UNI 4406","Standard (derived from the gas, intended use, country)","NO","DT2",,"1° A - 1° O","1° A - 1° O",,,"51.5"
