"ID","Country","Categoria","Settore","Prodotto eng","Prodotto","Confezione","Prezzo","Esclusivo","Obsoleto","IDDestinatario","COGE","Note","QuantDef"
"EC031","Italy","Etichette e collari","Altre etichette","Etichetta ""Avvertenze per il riempimento""","Etichetta ""Avvertenze per il riempimento""",1,"1.00",FALSO,FALSO,"SMR","N011",,
"EC032","Italy","Etichette e collari","Altre etichette","Etichetta ""Vietato intercettare""","Etichetta ""Vietato intercettare""",1,"1.00",FALSO,FALSO,"SMR","N011",,
"EC033","Italy","Etichette e collari","Altre etichette","Etichetta per CO2 per colture in vitro","Etichetta per CO2 per colture in vitro",1,"0.50",FALSO,FALSO,"SMR","N011",,
"EC034","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di protossido di azoto medicale (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di N2O",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC035","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di aria medicale (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di aria medicale",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC036","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di SDEGA (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di SDEGA",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC037","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di ossigeno (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di ossigeno",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC038","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di vuoto (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di vuoto",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC039","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di aria tecnica (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di aria tecnica",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC040","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di anidride carbonica medicale (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di CO2 medicale",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC041","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di aria medicale (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di aria medicale",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC042","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di SDEGA (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di SDEGA",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC043","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di ossigeno (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di O2",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC044","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di vuoto (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di vuoto",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC045","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di aria tecnica (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di aria tecnica",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC046","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di acetilene (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di acetilene",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC047","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di acetilene (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di acetilene",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC048","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di ammoniaca (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di ammoniaca",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC049","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di ammoniaca (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di ammoniaca",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC050","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di anidride carbonica industriale (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di CO2 industriale",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC051","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di anidride carbonica industriale (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di CO2 industriale",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC052","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di argon (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di argon",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC053","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di argon (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di argon",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC054","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di aria industriale (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di aria industriale",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC055","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di aria industriale (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di aria industriale",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC056","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di azoto (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di azoto",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC057","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di azoto (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di azoto",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC058","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di elio (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di elio",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC059","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di elio (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di elio",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC060","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di idrogeno (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di idrogeno",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC061","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di idrogeno (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di idrogeno",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC062","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di miscela corrosiva (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di miscela corrosiva",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC063","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di miscela corrosiva (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di miscela corrosiva",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC064","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di miscela inerte (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di miscela inerte",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC065","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di miscela inerte (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di miscela inerte",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC066","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di miscela infiammabile (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di mix. infiammabile",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC067","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di miscela infiammabile (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di mix. infiammabile",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC068","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di miscela ossidante (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di miscela ossidante",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC069","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di miscela ossidante (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di miscela ossidante",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC070","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di miscela tossica (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di miscela tossica",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC071","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di miscela tossica (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di miscela tossica",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC072","Italy","Etichette e collari","Etichette per tubazioni","Etichette piccole per tubazioni di protossido di azoto industriale (20 fogli da 5 pezzi ciascuno)","Etichette piccole per tubazioni di N2O industriale",,"1.00",FALSO,FALSO,"SMR","N011",,
"EC073","Italy","Etichette e collari","Etichette per tubazioni","Etichette grandi per tubazioni di protossido di azoto industriale (20 fogli da 4 pezzi ciascuno)","Etichette grandi per tubazioni di N2O industriale",,"32.80",FALSO,FALSO,"SMR","N011",,
"EC074","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di anidride carbonica pura, purissima e ultrapura","Etich ADR per CO2 pura, pp e up",,"0.08",FALSO,VERO,"SMR","N011",,
"EC075","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di Azocarb 20, 30 e IP","Etichette ADR per Azocarb 20, 30 e IP",,"0.08",FALSO,FALSO,"SMR","N011",,
"EC076","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di Argomet 5","Etichette ADR per Argomet 5",,"0.08",FALSO,FALSO,"SMR","N011",,
"EC077","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di Argoidro 2","Etichette ADR per Argoidro 2",,"0.08",FALSO,FALSO,"SMR","N011",,
"EC078","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di esafluoruro di zolfo puro e ultrapuro","Etichette ADR per esafluoruro di zolfo puro e UP",,"0.08",FALSO,VERO,"SMR","N011",,
"EC079","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di Fruttasol","Etichette ADR per Fruttasol",,"0.08",FALSO,FALSO,"SMR","N011",,
"EC080","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di aria purissima e ultrapura","Etichette ADR per aria purissima e ultrapura",,"0.08",FALSO,FALSO,"SMR","N011",,
"EC081","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di azoto ultrapuro, ricerche, ricerche extra e megabit","Etichette ADR per azoto ultrapuro",,"0.08",FALSO,VERO,"SMR","N011",,
"EC082","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di Argomet 10","Etichette ADR per Argomet 10",,"0.08",FALSO,FALSO,"SMR","N011",,
"EC083","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di argon ricerche, elettronica, megabit e ultrapuro","Etichette ADR per argon ricerche",,"0.08",FALSO,VERO,"SMR","N011",,
"EC084","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di He 300","Etichette ADR per He 300",,"0.08",FALSO,VERO,"SMR","N011",,
"EC085","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di elio ultrapuro, ballongas, ricerche, elettronica e ECD","Etichette ADR per elio ultrapuro",,"0.08",FALSO,VERO,"SMR","N011",,
"EC086","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di Endosol e Azoxicarb","Etichette ADR per Endosol e Azoxicarb",,"0.08",FALSO,FALSO,"SMR","N011",,
"EC087","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di Azoidro puro 7, 10, 15, 20 e Biosol","Etichette ADR per Azoidro puro 7, 10, 15, 20 e Biosol",,"0.08",FALSO,FALSO,"SMR","N011",,
"EC088","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di protossido di azoto puro, ipersecco, ricerche ed elettronica","Etichette ADR per NO2 puro, ipersecco, e altri",,"0.08",FALSO,VERO,"SMR","N011",,
"EC089","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di Clioxicarb e Clidoman","Etichette ADR per Clioxicarb e Clidoman",,"0.08",FALSO,FALSO,"SMR","N011",,
"EC090","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di ossigeno puro, ultrapuro, elettronica, ricerche e ricerche ex","Etich. ADR per O2 puro",,"0.08",FALSO,VERO,"SMR","N011",,
"EC091","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di Laser 1, 2, 3 e 4","Etichette ADR per Laser 1, 2, 3 e 4",,"0.08",FALSO,FALSO,"SMR","N011",,
"EC092","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di propano standard, puro, purissimo e ultrapuro","Etich. ADR per propano standard, puro e altri",,"0.08",FALSO,VERO,"SMR","N011",,
"EC093","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di Argoidro 3, 4, 5 e 7","Etichette ADR per Argoidro 3, 4, 5 e 7",,"0.08",FALSO,FALSO,"SMR","N011",,
"EC094","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di metano standard, puro, purissimo, ultrapuro e ricerche","Etich. ADR per metano standard, puro e altri",,"0.08",FALSO,VERO,"SMR","N011",,
"EC095","Italy","Etichette ADR","Etichette ADR per bombole di gas puri e speciali","Etichette ADR per bombole di idrogeno ultrapuro, ricerche extra, ECD","Etichette ADR per bb. di H2 ultrapuro e altri",1,"0.08",FALSO,VERO,"SMR","N011",,
"EC096","Italy","Etichette ADR","Etichette ADR per gas puri e speciali","Etichette ADR per bombole di gas puri e speciali",,,,FALSO,FALSO,"SMR","N011",,
"EC097","Italy","Etichette ADR","Etichette ADR per gas puri e speciali","Etichette ADR per pacchi di gas puri e speciali",,,,FALSO,FALSO,"SMR","N011",,
"EC098","Italy","Etichette ADR","Etichette ADR per miscele","Etichette ADR per miscele in bombole",,,,FALSO,FALSO,"SMR","N011",,
"EC099","Italy","Etichette ADR","Etichette ADR per miscele","Etichette ADR per miscele in erogatori, pacchi o bidoni",,,,FALSO,FALSO,"SMR","N011",,
"EC100","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Algofrene","Etich. ADR per Algofrene",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC101","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Alisol 028 e 037","Etich. ADR per Alisol 028 e 037",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC102","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Alisol 127, 145, 343 e 433","Etich. ADR per Alisol 127, 145, 343 e 433",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC103","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Alisol 307","Etich. ADR per Alisol 307",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC104","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Alisol 352 e 370","Etich. ADR per Alisol 352 e 370",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC105","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Alisol da 460 a 721","Etich. ADR per Alisol da 460 a 721",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC106","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Alisol 730, 820 e 910","Etich. ADR per Alisol 730, 820 e 910",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC107","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Arcox","Etich. ADR per Arcox",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC108","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per aria","Etich. ADR per Aria ",1500,"75.00",FALSO,FALSO,"SMR","N011",,
"EC109","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Azoidro 5","Etich. ADR per Azoidro 5",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC110","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Azoidro da 10 a 50","Etich. ADR per Azoidro da 10 a 50",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC111","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per CAR da 10 a 20","Etich. ADR CAR 10-20",1500,"75.00",FALSO,FALSO,"SMR","N011",,
"EC112","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per CAR 3, 5 e 25","Etich. ADR CAR 3,5 e 25",1500,"75.00",FALSO,FALSO,"SMR","N011",,
"EC113","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Eliargo","Etich. ADR Eliargo",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC114","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Enermix 3","Etich. ADR Enermix 3",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC115","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Enermix BS","Etich. ADR Enermix BS",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC116","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Enermix M11a, 112a e 121","Etich. ADR Enermix M11a, 112a e 121",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC117","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Enermix M12a, 14a, 23a e 241a","Etich. ADR Enermix M12a,14a,23a, 241a",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC118","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Enermix M131a","Etich. ADR Enermix M131a",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC119","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Enermix M21a e 24","Etich. ADR Enermix M21a, 24",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC120","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Idrargo 20, 25 e 35 e R11a","Etich. ADR Idrargo 20,25,35,R11a",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC121","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Enersafe","Etich. ADR Enersafe",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC122","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Goldmix","Etich. ADR Goldmix",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC123","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Idrargo 5, 7 e 15","Etich. ADR Idrargo 5,7,15",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC124","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Idrargo 2","Etich. ADR Idrargo 20,25,35,R11a",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC125","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per MAPP","Etich. ADR MAPP",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC126","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Meforex 134a","Etich. ADR Meforex 134a",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC127","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Meforex DI24","Etich. ADR Meforex DI24",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC128","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Meforex M55 e M57","Etich. ADR Meforex M55,M57",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC129","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Meforex M95","Etich. ADR Meforex M95",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC130","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Oxargo","Etich. ADR Oxargo",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC131","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Zincomix","Etich. ADR Zincomix",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC132","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Meforex DI36","Etich. ADR Meforex DI36",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC133","Italy","Etichette ADR","Etichette ADR per miscele in bombole","Etichette ADR per Meforex DI44","Etich. ADR Meforex DI44",1,"0.05",FALSO,FALSO,"SMR","N011",,
"EC134","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per erogatori di anidride carbonica","Etich. ADR erogatori CO2",1,"5.00",FALSO,VERO,"SMR","N011",,
"EC135","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per erogatori di azoto","Etich. ADR erogatori N2",1,"5.00",FALSO,VERO,"SMR","N011",,
