"ID","Country","Categoria","Settore","Prodotto eng","Prodotto","Confezione","Prezzo","Esclusivo","Obsoleto","IDDestinatario","COGE","Note","QuantDef"
"EC136","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per erogatori di protossido di azoto","Etich. ADR erogatori N2O",1,"5.00",FALSO,VERO,"SMR","N011",,
"EC137","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per erogatori di ossigeno","Etich. ADR erogatori O2",1,"5.00",FALSO,VERO,"SMR","N011",,
"EC138","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Alisol 730, 820 e 910 in pacchi","Etich. ADR pacchi Alisol 730,820,910",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC139","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Meforex M-95 in bidoni","Etich. ADR bidoni Meforex M-95",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC140","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Enermix M21a, M24a, M24b e M24c in pacchi","Etich. ADR pacchi Enermix M21a",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC141","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Arcox 155 e 355 in pacchi","Etich. ADR pacchi Arcox 155,355",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC142","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Goldmix in pacchi","Etich. ADR pacchi Glodmix",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC143","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per MAPP-HP in bidoni","Etich. ADR bidoni MAPP-HP",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC144","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Enermix R11a e Idrargo 20, 25 e 35 in pacchi","Etich. ADR pacchi Enermix R11a",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC145","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Azoidro 10, 15, 20, 30 e 50 in pacchi","Etich. ADR pacchi Azoidro 10",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC146","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Idrargo 5, 7 e 15 in pacchi","Etich. ADR pacchi Idrargo 5",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC147","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Oxargo 1, 2 e 3 in pacchi","Etich. ADR pacchi Oxargo 1",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC148","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Algofrene 22 e HCFC 22 in bidoni","Etich. ADR bidoni Algofrene 22",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC149","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per aria in pacchi","Etich. ADR pacchi ARIA",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC150","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Alisol 460, 550, 631 e 721 in pacchi","Etich. ADR pacchi Alisol 460",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC151","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per CAR 10, 15, 18 e 20 in pacchi","Etich. ADR pacchi CAR 10",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC152","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Enermix M12a, M14a, M23a e M241a in bidoni","Etich. ADR bidoni Enermix M12a",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC153","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per CAR 3, 5 e 25 in pacchi","Etich. ADR pacchi CAR 3",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC154","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Meforex 134a in bidoni","Etich. ADR bidoni Meforex 134a",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC155","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Enermix 3a, 3b, 3c e 3d in pacchi","Etich. ADR pacchi Enermix 3a",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC156","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Meforex M55 e M57 in bidoni","Etich. ADR bidoni Meforex M55",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC157","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Azoidro 5 in pacchi","Etich. ADR pacchi Azoidro 5",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC158","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Zincomix in pacchi","Etich. ADR pacchi Zincomix",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC159","Italy","Etichette ADR","Etichette ADR per miscele in erogatori, pacchi o bidoni","Etichette ADR per Idrargo 2 in pacchi","Etich. ADR pacchi Idrargo 2",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC160","Italy","Etichette ADR","Etichette ADR per monogas","Etichette ADR per monogas in bombole, unità base e dewar",,,,FALSO,FALSO,"SMR","N011",,
"EC161","Italy","Etichette ADR","Etichette ADR per monogas","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etich. ADR monogas",,,FALSO,FALSO,"SMR","N011",,
"EC162","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette CE/ADR per anidride carbonica medical device","Etich.CE/ADR CO2 MD",1,"0.74",FALSO,VERO,"SMR","N011",,
"EC163","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette CE/ADR per azoto liquido medical device","Etich. CE/ADR per N2 liquido MD",1,"0.74",FALSO,VERO,"SMR","N011",,
"EC164","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette CE/ADR per protossido di azoto medical device","Etich. CE/ADR per N2O MD",1,"0.74",FALSO,VERO,"SMR","N011",,
"EC165","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per acetilene","Etich. ADR per acetilene",1500,"75.00",FALSO,VERO,"SMR","N011",,
"EC166","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per ammoniaca","Etich. ADR per ammoniaca",1,"0.05",FALSO,VERO,"SMR","N011",,
"EC167","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per anidride carbonica FU, alimentare e MD","Etich. ADR per CO2 FU, alim.e MD",1500,"75.00",FALSO,VERO,"SMR","N011",,
"EC168","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per anidride carbonica industriale","Etich. ADR per CO2 ind.",1500,"75.00",FALSO,VERO,"SMR","N011",,
"EC169","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per anidride solforosa","Etich. ADR per anidride solforosa",1,"0.05",FALSO,VERO,"SMR","N011",,
"EC170","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per argon industriale","Etich. ADR per Argon ind.",1500,"75.00",FALSO,VERO,"SMR","N011",,
"EC171","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per argon alimentare","Etich. ADR per argon alimentare",1,"0.05",FALSO,VERO,"SMR","N011",,
"EC172","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per azoto industriale","Etich. ADR per N2 industriale",1500,"75.00",FALSO,VERO,"SMR","N011",,
"EC173","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per azoto laser, alimentare e FU","Etich. ADR per N2 laser, alim. e FU",1,"0.05",FALSO,VERO,"SMR","N011",,
"EC174","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per idrogeno","Etich. ADR H2",1,"0.05",FALSO,VERO,"SMR","N011",,
"EC175","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per ossigeno compresso FU, alimentare, avio, laser e puro","Etich. ADR O2 FU",1500,"75.00",FALSO,VERO,"SMR","N011",,
"EC176","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per ossigeno compresso industriale","Etich. ADR O2 INDUSTR.",1500,"75.00",FALSO,VERO,"SMR","N011",,
"EC177","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per propano","Etich. ADR Propano",1,"0.05",FALSO,VERO,"SMR","N011",,
"EC178","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per propilene","Etich. ADR Propilene",1,"0.05",FALSO,VERO,"SMR","N011",,
"EC179","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per protossido di azoto","Etich. ADR N2O",1500,"75.00",FALSO,VERO,"SMR","N011",,
"EC180","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per ossigeno liquido","Etich. ADR O2 liquido",100,"5.00",FALSO,VERO,"SMR","N011",,
"EC181","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per Vivigox","Etich. ADR Vivigox",1,"0.05",FALSO,VERO,"SMR","N011",,
"EC182","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per anidride carbonica medical device per laparoscopia","Etich. ADR CO2 MD",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC183","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per azoto liquido medical device","Etich. ADR N2 liquido MD",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC184","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per protossido di azoto medical device","Etich. ADR N2O MD",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC185","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per anidride carbonica medical device per criogenia in fase gas","Etich. ADR CO2 MD Cryo gas",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC186","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per anidride carbonica medical device per criogenia in fase liquida","Etich. ADR CO2 MD Cryo gas",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC187","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichette ADR per argon medical device","Etichette ADR per argon medical device",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC188","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Argon compresso"" ed. 2010","Etichetta ADR ""Argon compresso"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC189","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Argon compresso E948"" ed. 2010","Etichetta ADR ""Argon compresso E948"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC190","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Azoto compresso"" ed. 2010","Etichetta ADR ""Azoto compresso"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC191","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Azoto compresso E941"" ed. 2010","Etichetta ADR ""Azoto compresso E941"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC192","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Diossido di carbonio"" ed. 2010","Etichetta ADR ""Diossido di carbonio"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC193","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Diossido di carbonio E290"" ed. 2010","Etichetta ADR ""Diossido di carbonio E290"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC194","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Elio compresso"" ed. 2010","Etichetta ADR ""Elio compresso"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC195","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Neon compresso"" ed. 2010","Etichetta ADR ""Neon compresso"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC196","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Xeno"" ed. 2010","Etichetta ADR ""Xeno"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC197","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Kripto compresso"" ed. 2010","Etichetta ADR ""Kripto compresso"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC198","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Esafluoruro di zolfo"" ed. 2010","Etichetta ADR ""Esafluoruro di zolfo"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC199","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Azoto liquido refrigerato"" ed. 2010","Etichetta ADR ""Azoto liquido refrigerato"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC200","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Ossigeno compresso"" ed. 2010","Etichetta ADR ""Ossigeno compresso"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC201","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Protossido di azoto"" ed. 2010","Etichetta ADR ""Protossido di azoto"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC202","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Ossigeno refrigerato"" ed. 2010","Etichetta ADR ""Ossigeno refrigerato"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC203","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Protossido di azoto refrigerato"" ed. 2010","Etichetta ADR ""Protossido di azoto refrig."" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC204","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Acetilene"" ed. 2010","Etichetta ADR ""Acetilene"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC205","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Idrogeno"" ed. 2010","Etichetta ADR ""Idrogeno"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC206","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Metano"" ed. 2010","Etichetta ADR ""Metano"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC207","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Trifluoruro di boro"" ed. 2010","Etichetta ADR ""Trifluoruro di boro"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC208","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Diossido di zolfo"" ed. 2010","Etichetta ADR ""Diossido di zolfo"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC209","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Etilene"" ed. 2010","Etichetta ADR ""Etilene"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC210","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Monossido di carbonio compresso"" ed. 2010","Etichetta ADR ""Monossido di carbonio compr."" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC211","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Ossido di azoto compresso"" ed. 2010","Etichetta ADR ""Ossido di azoto compresso"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC212","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Ammoniaca anidra"" ed. 2010","Etichetta ADR ""Ammoniaca anidra"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC213","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Solfuro di idrogeno"" ed. 2010","Etichetta ADR ""Solfuro di idrogeno"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC214","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Tetrossido di diazoto"" ed. 2010","Etichetta ADR ""Tetrossido di diazoto"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC215","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Diossido di azoto"" ed. 2010","Etichetta ADR ""Diossido di azoto"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC216","Italy","Etichette ADR","Etichette ADR per monogas in bombole, unità base e dewar","Etichetta ADR ""Ossido di etilene"" ed. 2010","Etichetta ADR ""Ossido di etilene"" ed. 2010",100,"5.00",FALSO,FALSO,"SMR","N011",,
"EC217","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per ossigeno liquido in erogatori","Etich. ADR erog. O2 liquido",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC218","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per azoto liquido in erogatori","Etich. ADR erog. N2 liquido   ",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC219","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per ammoniaca in bidoni","Etich. ADR bidoni Ammoniaca",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC220","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per azoto compresso in pacchi","Etich. ADR pacchi N2 compresso",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC221","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per acetilene disciolta in pacchi","Etich. ADR pacchi AD disciolta",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC222","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per idrogeno in pacchi","Etich. ADR pacchi H2",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC223","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per protossido di azoto in erogatori","Etich. ADR erog. N2O",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC224","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per ossigeno industriale in erogatori","Etich. ADR erog. O2 industriale",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC225","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per ossigeno FU, alimentare, puro, avio e laser in pacchi","Etich. ADR pacchi O2 FU",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC226","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per argon in erogatori","Etich. ADR erog. Ar",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC227","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per anidride carbonica FU, MD e alimentare in pacchi","Etich. ADR pacchi CO2 FU",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC228","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per anidride carbonica industriale in erogatori","Etich. ADR erog. CO2 industriale",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC229","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per Enersafe in pacchi","Etich. ADR pacchi Enersafe",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC230","Italy","Etichette ADR","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etichette ADR per azoto laser, alimentare e FU in pacchi","Etich. ADR pacchi N2 laser",,"0.24",FALSO,FALSO,"SMR","N011",,
"EC231","Italy","Etichette ADR","Etichette ADR per pacchi di gas puri e speciali","Etichette ADR per pacchi di protossido di azoto puro, ipersecco, ricerche ed elettronica","Etichette ADR per pacchi di protossido di azoto puro",,"0.30",FALSO,FALSO,"SMR","N011",,
"EC232","Italy","Etichette ADR","Etichette ADR per pacchi di gas puri e speciali","Etichette ADR per pacchi di ossigeno puro, ultrapuro, elettronica, ricerche e ricerche ex","Etichette ADR per pacchi di ossigeno puro",,"0.30",FALSO,FALSO,"SMR","N011",,
"EC233","Italy","Etichette ADR","Etichette ADR per pacchi di gas puri e speciali","Etichette ADR per pacchi di elio ultrapuro, ballongas, ricerche, elettronica e ECD","Etichette ADR per pacchi di elio ultrapuro",,"0.30",FALSO,FALSO,"SMR","N011",,
"EC234","Italy","Etichette ADR","Etichette ADR per pacchi di gas puri e speciali","Etichette ADR per pacchi di aria purissima e ultrapura","Etichette ADR per pacchi di aria purissima e UP",,"0.30",FALSO,FALSO,"SMR","N011",,
"EC235","Italy","Etichette ADR","Etichette ADR per pacchi di gas puri e speciali","Etichette ADR per pacchi di azoto ultrapuro, ricerche, ricerche extra e megabit","Etichette ADR per pacchi di azoto ultrapuro",,"0.30",FALSO,FALSO,"SMR","N011",,
"EC236","Italy","Etichette ADR","Etichette ADR per pacchi di gas puri e speciali","Etichette ADR per pacchi di argon ricerche, elettronica, megabit e ultrapuro","Etichette ADR per pacchi di argon ricerche",,"0.30",FALSO,FALSO,"SMR","N011",,
"EC237","Italy","Etichette ADR","Etichette ADR per pacchi di gas puri e speciali","Etichette ADR per pacchi di Argoidro 3, 4, 5 e 7","Etichette ADR per pacchi di Argoidro 3, 4, 5 e 7",,"0.30",FALSO,FALSO,"SMR","N011",,
"EC238","Italy","Etichette ADR","Etichette ADR per pacchi di gas puri e speciali","Etichette ADR per pacchi di metano standard, puro, purissimo, ultrapuro e ricerche","Etichette ADR per pacchi di metano standard e puro",,"0.30",FALSO,FALSO,"SMR","N011",,
"EC239","Italy","Etichette ADR","Etichette ADR per pacchi di gas puri e speciali","Etichette ADR per pacchi di idrogeno ultrapuro, ricerche, ricerche EX ed ECD","Etichette ADR per pacchi di idrogeno ultrapuro",,"0.30",FALSO,FALSO,"SMR","N011",,
"EC240","Italy","Etichette ADR","Etichette ADR per pacchi di gas puri e speciali","Etichette ADR per pacchi di Azocarb 20, 30 e IP","Etichette ADR per pacchi di Azocarb 20, 30 e IP",,"0.30",FALSO,FALSO,"SMR","N011",,
"EC241","Italy","Etichette ADR","Etichette ADR","Etichette ADR per monogas",,,,FALSO,FALSO,"SMR","N011",,
"EC242","Italy","Etichette ADR","Etichette ADR","Etichette ADR per miscele",,,,FALSO,FALSO,"SMR","N011",,
"EC243","Italy","Etichette ADR","Etichette ADR","Etichette ADR per pacchi di Fruttasol","Etichette ADR per pacchi di Fruttasol",,"0.30",FALSO,FALSO,"SMR","N011",,
"EC244","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 1 litro in acciaio","Etich. x bb O2 con valvola standard da 1 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC245","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 2 litri in acciaio","Etich. x bb O2 con valvola standard da 2 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC246","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 3 litri in acciaio","Etich. x bb O2 con valvola standard da 3 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC247","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 5 litri in acciaio","Etich. x bb O2 con valvola standard da 5 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC248","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 7 litri in acciaio","Etich. x bb O2 con valvola standard da 7 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC249","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 10 litri in acciaio","Etich. x bb O2 con valv. standard da 10 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC250","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 14 litri in acciaio","Etich. x bb O2 con valv. standard da 14 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC251","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 14 litri in alluminio","Etich. x bb O2 con valv. std. da 14 l in alluminio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC252","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 27 litri in acciaio","Etich. x bb O2 con valv. standard da 27 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC253","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 40 litri in acciaio","Etich. x bb O2 con valv. standard da 40 l in acciaio",50,"12.00",FALSO,FALSO,"SMR","N011",,
"EC254","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola standard da 50 litri in acciaio","Etich. x bb O2 con valv. standard da 50 l in acciaio",50,"12.00",FALSO,FALSO,"SMR","N011",,
"EC255","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 2 litri in alluminio","Etich. x bb O2 con valv. riduttr. da 2 l in alluminio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC256","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 3 litri in acciaio","Etich. x bb O2 con valvola riduttr. da 3 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC257","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 5 litri in acciaio","Etich. x bb O2 con valvola riduttr. da 5 l in acciaio",50,"7.50",FALSO,FALSO,"SMR","N011",,
"EC258","Italy","Etichette AIC","Etichette AIC per ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 5 litri in alluminio","Etich. x bb O2 con valv. riduttr. da 5 l in alluminio",50,"7.50",FALSO,FALSO,"SMR","N011",,
