"ID","Country","Categoria","Settore","DescrEn","Prodotto","Confezione","Prezzo",,"Esclusivo","Obsoleto","IDDestinatario","COGE","Note","QuantDef"
"AU0149","Italy","Archivio e organizzazione","Raccoglitori","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 25 mm (art. 24129Y)","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 25 mm (art. 24129Y)",1,"2.73",,FALSO,VERO,"SMR","N010",,
"AU0150","Italy","Archivio e organizzazione","Raccoglitori","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 35 mm (art. 24132M)","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 35 mm (art. 24132M)",1,"3.02",,FALSO,VERO,"SMR","N010",,
"AU0151","Italy","Archivio e organizzazione","Raccoglitori","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 45 mm (art. 24134Z)","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 45 mm (art. 24134Z)",1,"3.28",,FALSO,VERO,"SMR","N010",,
"AU0152","Italy","Archivio e organizzazione","Raccoglitori","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 65 mm (art. 26799S)","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 65 mm (art. 26799S)",1,"5.17",,FALSO,VERO,"SMR","N010",,
"AU0153","Italy","Archivio e organizzazione","Raccoglitori","Portalistino personalizzabile PPL 30 buste 22x30 (art. 27812K)","Portalistino personalizzabile PPL 30 buste 22x30 (art. 27812K)",1,"2.68",,FALSO,VERO,"SMR","N010",,
"AU0154","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore personalizzabile 4 anelli bianco mm20","Raccoglitore personalizzabile 4 anelli bianco mm20",1,"3.77",,FALSO,VERO,"SMR","N010",,
"AU0155","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore personalizzabile 4 anelli bianco mm30","Raccoglitore personalizzabile 4 anelli bianco mm30",1,"4.15",,FALSO,VERO,"SMR","N010",,
"AU0156","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore personalizzabile 4 anelli bianco mm35","Raccoglitore personalizzabile 4 anelli bianco mm35",1,"4.33",,FALSO,VERO,"SMR","N010",,
"AU0157","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore personalizzabile 4 anelli bianco mm40","Raccoglitore personalizzabile 4 anelli bianco mm40",1,"4.34",,FALSO,VERO,"SMR","N010",,
"AU0158","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore personalizzabile 4 anelli bianco mm52","Raccoglitore personalizzabile 4 anelli bianco mm52",1,"4.96",,FALSO,VERO,"SMR","N010",,
"AU0159","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore personalizzabile 4 anelli bianco mm65","Raccoglitore personalizzabile 4 anelli bianco mm65",1,"7.42",,FALSO,VERO,"SMR","N010",,
"AU0160","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Elica d8 protocollo blu","Raccoglitore Elica d8 protocollo blu",1,"1.52",,FALSO,FALSO,"SMR","N010",,
"AU0161","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Elica d8 protocollo rosso","Raccoglitore Elica d8 protocollo rosso",1,"1.52",,FALSO,FALSO,"SMR","N010",,
"AU0162","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Elica d8 protocollo verde","Raccoglitore Elica d8 protocollo verde",1,"1.50",,FALSO,FALSO,"SMR","N010",,
"AU0163","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Elica d8 protocollo nero","Raccoglitore Elica d8 protocollo nero",1,"1.52",,FALSO,FALSO,"SMR","N010",,
"AU0164","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Elica d8 protocollo giallo","Raccoglitore Elica d8 protocollo giallo",1,"1.52",,FALSO,FALSO,"SMR","N010",,
"AU0165","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale blu","Raccoglitore Elica d8 commerciale blu",1,"1.50",,FALSO,FALSO,"SMR","N010",,
"AU0166","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale rosso","Raccoglitore Elica d8 commerciale rosso",1,"1.50",,FALSO,FALSO,"SMR","N010",,
"AU0167","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale verde","Raccoglitore Elica d8 commerciale verde",1,"1.50",,FALSO,FALSO,"SMR","N010",,
"AU0168","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale nero","Raccoglitore Elica d8 commerciale nero",1,"1.52",,FALSO,FALSO,"SMR","N010",,
"AU0169","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale giallo","Raccoglitore Elica d8 commerciale giallo",1,"1.50",,FALSO,FALSO,"SMR","N010",,
"AU0170","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Eurofile G54 blu","Raccoglitore Eurofile G54 blu",8,"36.58",,FALSO,FALSO,"SMR","N010",,
"AU0171","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Eurofile G55 blu","Raccoglitore Eurofile G55 blu",6,"27.43",,FALSO,FALSO,"SMR","N010",,
"AU0172","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Delso line G15 protocollo","Raccoglitore Delso line G15 protocollo",6,"19.08",,FALSO,FALSO,"SMR","N010",,
"AU0173","Italy","Archivio e organizzazione","Raccoglitori","Registratore Oxford G85 protocollo.blu dorso 8","Registratore Oxford G85 protocollo.blu dorso 8 cf.12",1,"1.73",,FALSO,FALSO,"SMR","N010",,
"AU0174","Italy","Archivio e organizzazione","Raccoglitori","Registratore Oxford G85 protocollo.verde dorso 8","Registratore Oxford G85 protocollo.verde dorso 8 cf.12",1,"1.73",,FALSO,FALSO,"SMR","N010",,
"AU0175","Italy","Archivio e organizzazione","Raccoglitori","Registratore Oxford G85 protocollo.rosso dorso 8","Registratore Oxford G85 protocollo.rosso dorso 8 cf.12",1,"1.73",,FALSO,FALSO,"SMR","N010",,
"AU0176","Italy","Archivio e organizzazione","Raccoglitori","Registratore Oxford G83 comm. blu dorso 8","Registratore Oxford G83 comm. blu dorso 8",1,"1.73",,FALSO,FALSO,"SMR","N010",,
"AU0177","Italy","Archivio e organizzazione","Raccoglitori","Registratore Oxford G83 comm. verde dorso 8","Registratore Oxford G83 comm. verde dorso 8",1,"1.73",,FALSO,FALSO,"SMR","N010",,
"AU0178","Italy","Archivio e organizzazione","Raccoglitori","Registratore Oxford G83 comm. rosso dorso 8","Registratore Oxford G83 comm. rosso dorso 8",1,"1.73",,FALSO,FALSO,"SMR","N010",,
"AU0179","Italy","Archivio e organizzazione","Raccoglitori","Registratore Oxford G84 protocollo blu dorso 5","Registratore Oxford G84 protocollo blu dorso 5",1,"1.73",,FALSO,FALSO,"SMR","N010",,
"AU0180","Italy","Archivio e organizzazione","Raccoglitori","Registratore Oxford G84 protocollo rosso dorso 5","Registratore Oxford G84 protocollo rosso dorso 5",1,"1.73",,FALSO,FALSO,"SMR","N010",,
"AU0181","Italy","Archivio e organizzazione","Raccoglitori","Registratore Oxford G84 protocollo verde dorso 5","Registratore Oxford G84 protocollo verde dorso 5",1,"1.73",,FALSO,FALSO,"SMR","N010",,
"AU0182","Italy","Archivio e organizzazione","Raccoglitori","Registratore Oxford G81 Memorandum blu","Registratore Oxford G81 Memorandum blu",1,"1.64",,FALSO,FALSO,"SMR","N010",,
"AU0183","Italy","Archivio e organizzazione","Raccoglitori","Registratore Oxford G81 Memorandum rosso","Registratore Oxford G81 Memorandum rosso",1,"1.64",,FALSO,FALSO,"SMR","N010",,
"AU0184","Italy","Archivio e organizzazione","Raccoglitori","Registratore Oxford G81 Memorandum verde","Registratore Oxford G81 Memorandum verde",1,"1.64",,FALSO,FALSO,"SMR","N010",,
"AU0185","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Vic protocollo dorso 8","Raccoglitore Vic protocollo dorso 8",1,"1.55",,FALSO,FALSO,"SMR","N010",,
"AU0186","Italy","Archivio e organizzazione","Raccoglitori","Raccoglitore Vic commerciale dorso 8","Raccoglitore Vic commerciale dorso 8",1,"1.55",,FALSO,FALSO,"SMR","N010",,
"AU0187","Italy","Archivio e organizzazione","Registri e rubriche","Libro firma","Libro firma",1,"7.88",,FALSO,FALSO,"SMR","N010",,
"AU0188","Italy","Archivio e organizzazione","Registri e rubriche","Rubrica telefonica 15 x21","Rubrica telefonica 15 x21",1,"8.82",,FALSO,FALSO,"SMR","N010",,
"AU0189","Italy","Archivio e organizzazione","Registri e rubriche","Scheda carburante","Scheda carburante",50,"1.84",,FALSO,FALSO,"SMR","N010",,
"AU0190","Italy","Archivio e organizzazione","Registri e rubriche","Scheda carburante","Scheda carburante",12,"0.96",,FALSO,FALSO,"SMR","N010",,
"AU0191","Italy","Archivio e organizzazione","Registri e rubriche","Portabiglietti da visita a buste fisse","Portabiglietti da visita a buste fisse",1,"3.32",,FALSO,FALSO,"SMR","N010",,
"AU0192","Italy","Archivio e organizzazione","Registri e rubriche","Portabiglietti da visita blu a 4 anelli","Portabiglietti da visita blu a 4 anelli",1,"7.48",,FALSO,FALSO,"SMR","N010",,
"AU0193","Italy","Archivio e organizzazione","Registri e rubriche","Registro Blasetti A4 quadri 48 fogli","Registro Blasetti A4 quadri 48 fogli",1,"2.99",,FALSO,FALSO,"SMR","N010",,
"AU0194","Italy","Archivio e organizzazione","Registri e rubriche","Registro Blasetti A4 quadri 72 fogli","Registro Blasetti A4 quadri 72 fogli",1,"3.97",,FALSO,FALSO,"SMR","N010",,
"AU0195","Italy","Archivio e organizzazione","Registri e rubriche","Buono di consegna EDIPRO E5196C","Buono di consegna EDIPRO E5196C",1,"1.34",,FALSO,FALSO,"SMR","N010",,
"AU0196","Italy","Archivio e organizzazione","Registri e rubriche","Registro Blasetti A4 righe 48 fogli","Registro Blasetti A4 righe 48 fogli",1,"2.99",,FALSO,FALSO,"SMR","N010",,
"AU0197","Italy","Archivio e organizzazione","Registri e rubriche","Registro Blasetti A4 righe 72 fogli","Registro Blasetti A4 righe 72 fogli",1,"2.99",,FALSO,FALSO,"SMR","N010",,
"AU0198","Italy","Archivio e organizzazione","Registri e rubriche","Portabiglietti da visita alfabetico","Portabiglietti da visita alfabetico",1,"9.07",,FALSO,FALSO,"SMR","N010",,
"AU0199","Italy","Archivio e organizzazione","Registri e rubriche","Registro di carico e scarico rifiuti","Registro di carico e scarico rifiuti",1,"3.39",,FALSO,FALSO,"SMR","N010",,
"AU0200","Italy","Archivio e organizzazione","Scatole per archivio","Scatola per archivio Storage 23X33","Scatola per archivio Storage 23X33",1,"20.16",,FALSO,FALSO,"SMR","N010",,
"AU0201","Italy","Archivio e organizzazione","Scatole per archivio","Scatola per archivio Storage 26x37","Scatole elica 25x35",1,"0.85",,FALSO,VERO,"SMR","N010",,
"AU0202","Italy","Archivio e organizzazione","Scatole per archivio","Scatola archivio storage 26x37","Scatola archivio storage 26x37",32,"27.20",,FALSO,FALSO,"SMR","N010",,
"AU0203","Italy","Archivio e organizzazione","Scatole per archivio","Contenitore per 4 scatole Elica","Contenitore per 4 scatole Elica",12,"51.93",,FALSO,FALSO,"SMR","N010",,
"AU0204","Italy","Archivio e organizzazione","Separatori e divisori","Copert. C.E carton.goffr. A4 250gr./mq bian sc.100","Copert. C.E carton.goffr. A4 250gr./mq bian sc.100",1,"12.58",,FALSO,VERO,"SMR","N010",,
"AU0205","Italy","Archivio e organizzazione","Separatori e divisori","Copertina Polytranspar opaco PVC20/100","Copertina Polytranspar opaco PVC20/100",100,"12.11",,FALSO,VERO,"SMR","N010",,
"AU0206","Italy","Archivio e organizzazione","Separatori e divisori","Copertina trasparente 25/100 C.Express A4","Copertina trasparente 25/100 C.Express A4",100,"12.50",,FALSO,VERO,"SMR","N010",,
"AU0207","Italy","Archivio e organizzazione","Separatori e divisori","Copertina trasparente 15/100 C.Express A4","Copertina trasparente 15/100 C.Express A4",100,"7.76",,FALSO,VERO,"SMR","N010",,
"AU0208","Italy","Archivio e organizzazione","Separatori e divisori","Dorsi plastici tondi C.E.dm6mm 25fg.BLU","Dorsi plastici tondi C.E.dm6mm 25fg.BLU sc100",100,"4.79",,FALSO,VERO,"SMR","N010",,
"AU0209","Italy","Archivio e organizzazione","Separatori e divisori","Dorsi plastici tondi C.E.dm8mm 45fg.BLU","Dorsi plastici tondi C.E.dm8mm 45fg.BLU sc100",100,"5.50",,FALSO,VERO,"SMR","N010",,
"AU0210","Italy","Archivio e organizzazione","Separatori e divisori","Dorsi plastici tondi C.E. dm10mm.70fg.BLU","Dorsi plastici tondi C.E. dm10mm.70fg.BLUsc100",100,"6.32",,FALSO,VERO,"SMR","N010",,
"AU0211","Italy","Archivio e organizzazione","Separatori e divisori","Dorsi plastici tondi C.E.dm12mm.100fg.BLU","Dorsi plastici tondi C.E.dm12mm.100fg.BLU sc100",100,"8.71",,FALSO,VERO,"SMR","N010",,
"AU0212","Italy","Archivio e organizzazione","Separatori e divisori","Dorsi plastici tondi C.E.dm14mm.125fg.BLU","Dorsi plastici tondi C.E.dm14mm.125fg.BLUsc100",100,"9.95",,FALSO,VERO,"SMR","N010",,
"AU0213","Italy","Archivio e organizzazione","Separatori e divisori","Dorsi plastici tondi C.E.dm16mm.145fg.BLU","Dorsi plastici tondi C.E.dm16mm.145fg.BLU  sc100",100,"10.25",,FALSO,VERO,"SMR","N010",,
"AU0214","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio 13x23 bianco","Divisorio 13x23 bianco",,"2.84",,FALSO,VERO,"SMR","N010",,
"AU0215","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio 13x23 bianco","Divisorio 13x23 bianco",1000,"17.00",,FALSO,FALSO,"SMR","N010",,
"AU0216","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio 13x23 rosa","Divisorio 13x23 rosa",,"3.50",,FALSO,VERO,"SMR","N010",,
"AU0217","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio 13x23 rosa","Divisorio 13x23 rosa",1000,"21.00",,FALSO,FALSO,"SMR","N010",,
"AU0218","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 4 fori giallo","Divisorio in cartoncino 4 fori giallo",100,"3.59",,FALSO,FALSO,"SMR","N010",,
"AU0219","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 4 fori azzurro","Divisorio in cartoncino 4 fori azzurro",100,"3.59",,FALSO,FALSO,"SMR","N010",,
"AU0220","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 4 fori verde","Divisorio in cartoncino 4 fori verde",100,"3.59",,FALSO,FALSO,"SMR","N010",,
"AU0221","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 4 fori rosso","Divisorio in cartoncino 4 fori rosso",100,"3.59",,FALSO,FALSO,"SMR","N010",,
"AU0222","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 4 fori arancio","Divisorio in cartoncino 4 fori arancio",100,"49.88",,FALSO,FALSO,"SMR","N010",,
"AU0223","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 4 fori camoscio","Divisorio in cartoncino 4 fori camoscio",100,"3.59",,FALSO,FALSO,"SMR","N010",,
"AU0224","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 4 fori grigio","Divisorio in cartoncino 4 fori grigio",100,"3.59",,FALSO,FALSO,"SMR","N010",,
"AU0225","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 2 fori giallo","Divisorio in cartoncino 2 fori giallo",100,"2.60",,FALSO,FALSO,"SMR","N010",,
"AU0226","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 2 fori azzurro","Divisorio in cartoncino 2 fori azzurro",100,"2.60",,FALSO,FALSO,"SMR","N010",,
"AU0227","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 2 fori verde","Divisorio in cartoncino 2 fori verde",100,"2.60",,FALSO,FALSO,"SMR","N010",,
"AU0228","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 2 fori rosso","Divisorio in cartoncino 2 fori rosso",100,"2.60",,FALSO,FALSO,"SMR","N010",,
"AU0229","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 2 fori arancio","Divisorio in cartoncino 2 fori arancio",100,"2.60",,FALSO,FALSO,"SMR","N010",,
"AU0230","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 2 fori camoscio","Divisorio in cartoncino 2 fori camoscio",100,"2.70",,FALSO,FALSO,"SMR","N010",,
"AU0231","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio in cartoncino 2 fori grigio","Divisorio in cartoncino 2 fori grigio",100,"2.70",,FALSO,FALSO,"SMR","N010",,
"AU0232","Italy","Archivio e organizzazione","Separatori e divisori","Fastener in metallo","Fastener in metallo",50,"5.21",,FALSO,FALSO,"SMR","N010",,
"AU0233","Italy","Archivio e organizzazione","Separatori e divisori","Separatore alfabetico A-Z A4","Separatore alfabetico A-Z A4",1,"0.75",,FALSO,FALSO,"SMR","N010",,
"AU0234","Italy","Archivio e organizzazione","Separatori e divisori","Separatore esselte A4 tasti scrivibili","Separatore esselte A4 tasti scrivibili",1,"0.72",,FALSO,FALSO,"SMR","N010",,
"AU0235","Italy","Archivio e organizzazione","Separatori e divisori","Salvabuchi","Salvabuchi",500,"1.93",,FALSO,FALSO,"SMR","N010",,
"AU0236","Italy","Archivio e organizzazione","Separatori e divisori","Divisorio 2 fori 14x25 blu","Divisorio 2 fori 14x25 blu",200,"6.75",,FALSO,FALSO,"SMR","N010",,
"AU0237","Italy","Archivio e organizzazione","Separatori e divisori","Separatore numerico A4 31 tasti","Separatore numerico A4 31 tasti",1,"1.57",,FALSO,FALSO,"SMR","N010",,
"AU0238","Italy","Archivio e organizzazione","Separatori e divisori","Cavalierini autoadesivi in colori assortiti","Cavalierini autoadesivi in colori assortiti",48,"3.55",,FALSO,FALSO,"SMR","N010",,
"AU0239","Italy","Archivio e organizzazione","Separatori e divisori","Dorso 3L File Strips","Dorso 3L File Strips",100,"23.69",,FALSO,FALSO,"SMR","N010",,
"AU0240","Italy","Archivio e organizzazione","Accessori per la rilegatura","Cartoncino per rilegatura 270 gr NERO","Cartoncino per rilegatura 270 gr NERO",100,"4.74",,FALSO,FALSO,"SMR","N010",,
"AU0241","Italy","Archivio e organizzazione","Accessori per la rilegatura","Cartoncino per rilegatura 270 gr BLU","Cartoncino per rilegatura 270 gr BLU",100,"4.74",,FALSO,FALSO,"SMR","N010",,
"AU0242","Italy","Archivio e organizzazione","Accessori per la rilegatura","Cartoncino per rilegatura 270 gr GIALLO","Cartoncino per rilegatura 270 gr GIALLO",100,"4.74",,FALSO,FALSO,"SMR","N010",,
"AU0243","Italy","Archivio e organizzazione","Accessori per la rilegatura","Cartoncino per rilegatura 270 gr BIANCO","Cartoncino per rilegatura 270 gr BIANCO",100,"4.74",,FALSO,FALSO,"SMR","N010",,
"AU0244","Italy","Archivio e organizzazione","Accessori per la rilegatura","Cartoncino per rilegatura 270 gr VERDE","Cartoncino per rilegatura 270 gr VERDE",100,"4.74",,FALSO,FALSO,"SMR","N010",,
"AU0245","Italy","Archivio e organizzazione","Accessori per la rilegatura","Cartoncino per rilegatura 270 gr ROSSO","Cartoncino per rilegatura 270 gr ROSSO",100,"4.74",,FALSO,FALSO,"SMR","N010",,
"AU0246","Italy","Archivio e organizzazione","Accessori per la rilegatura","Copertina flessibile per rilegatura Channel AA","Copertina flessibile per rilegatura Channel AA",10,"16.18",,FALSO,FALSO,"SMR","N010",,
"AU0247","Italy","Archivio e organizzazione","Accessori per la rilegatura","Spirale in plastica ad anelli mm 6 tondo","Spirale in plastica ad anelli mm 6 tondo",100,"2.97",,FALSO,FALSO,"SMR","N010",,
"AU0248","Italy","Archivio e organizzazione","Accessori per la rilegatura","Spirale in plastica ad anelli mm 8 tondo","Spirale in plastica ad anelli mm 8 tondo",100,"3.99",,FALSO,FALSO,"SMR","N010",,
"AU0249","Italy","Archivio e organizzazione","Accessori per la rilegatura","Spirale in plastica ad anelli mm 10 tondo","Spirale in plastica ad anelli mm 10 tondo",100,"4.73",,FALSO,FALSO,"SMR","N010",,
"AU0250","Italy","Archivio e organizzazione","Accessori per la rilegatura","Spirale in plastica ad anelli mm 14 tondo","Spirale in plastica ad anelli mm 14 tondo",100,"8.67",,FALSO,FALSO,"SMR","N010",,
"AU0251","Italy","Archivio e organizzazione","Accessori per la rilegatura","Spirale in plastica ad anelli mm 16 tondo","Spirale in plastica ad anelli mm 16 tondo",100,"7.53",,FALSO,FALSO,"SMR","N010",,
"AU0252","Italy","Archivio e organizzazione","Accessori per la rilegatura","Spirale in plastica ad anelli mm 19 tondo","Spirale in plastica ad anelli mm 19 tondo",100,"4.89",,FALSO,FALSO,"SMR","N010",,
"AU0253","Italy","Archivio e organizzazione","Accessori per la rilegatura","Spirale in plastica ad anelli mm 25 tondo","Spirale in plastica ad anelli mm 25 tondo",100,"9.45",,FALSO,FALSO,"SMR","N010",,
"AU0254","Italy","Archivio e organizzazione","Accessori per la rilegatura","Copertina A4 trasparente","Copertina A4 trasparente",200,"4.85",,FALSO,FALSO,"SMR","N010",,
"AU0255","Italy","Archivio e organizzazione","Accessori per la rilegatura","Spirale in plastica ad anelli mm12 tondo","Spirale in plastica ad anelli mm12 tondo",100,"4.77",,FALSO,FALSO,"SMR","N010",,
"AU0256","Italy","Archivio e organizzazione","Accessori per la rilegatura","Pouches adesive peel'n'stick","Pouches adesive peel'n'stick",100,"50.30",,FALSO,FALSO,"SMR","N010",,
"AU0257","Italy","Archivio e organizzazione","Accessori per la rilegatura","Spirale in plastica ad anelli mm 22 tondo","Spirale in plastica ad anelli mm 22 tondo",100,"6.04",,FALSO,FALSO,"SMR","N010",,
