"Object","ID","Country","Categoria","Settore","Applicazione","Prodotto eng","Prodotto","Confezione","Photo","Prezzo"
27959,"ADR0114","Italy","Etichette ADR","Monogas","Bundle","Gas purissimo","Gas purissimo",25,"ADR_gas-purissimo_small.jpg||ADR_gas-purissimo_large.jpg||ADR_Bundle_gas-puro-photo_large.jpg",
27960,"ADR0115","Italy","Etichette ADR","Monogas","Bundle","Gas ultra puro","Gas ultra puro",25,"ADR_gas-ultra-puro_small.jpg||ADR_gas-ultra-puro_large.jpg||ADR_Bundle_gas-puro-photo_large.jpg",
27961,"ADR0116","Italy","Etichette ADR","Monogas","Bundle","Grado elettronica","Grado elettronica",25,"ADR_grado-elettronica_small.jpg||ADR_grado-elettronica_large.jpg||ADR_Bundle_gas-puro-photo_large.jpg",
27962,"ADR0117","Italy","Etichette ADR","Monogas","Bundle","Grado ricerche","Grado ricerche",25,"ADR_grado-ricerche_small.jpg||ADR_grado-ricerche_large.jpg||ADR_Bundle_gas-puro-photo_large.jpg",
27963,"ADR0118","Italy","Etichette ADR","Monogas","Bundle","Grado ricerche extra","Grado ricerche extra",25,"ADR_grado-ricerche-extra_small.jpg||ADR_grado-ricerche-extra_large.jpg||ADR_Bundle_gas-puro-photo_large.jpg",
27964,"ADR0119","Italy","Etichette ADR","Monogas","Bundle","Compliant HACCP","Compliant HACCP",25,"ADR_compliant-HACCP_small.jpg||ADR_compliant-HACCP_large.jpg||ADR_Bundle_gas-puro-photo_large.jpg",
27965,"ADR0120","Italy","Etichette ADR","Monogas","Bundle","HE300","HE300",25,"ADR_HE300_small.jpg||ADR_HE300_large.jpg||ADR_Bundle_gas-puro-photo_large.jpg",
27966,"ADR0121","Italy","Etichette ADR","Monogas","Bundle","Industriale puro","Industriale puro",25,"ADR_industriale-puro_small.jpg||ADR_industriale-puro_large.jpg||ADR_Bundle_gas-puro-photo_large.jpg",
27967,"ADR0122","Italy","Etichette ADR","Monogas","Bundle","laser","laser",25,"ADR_Laser_small.jpg||ADR_Laser_small.jpg||ADR_Bundle_gas-puro-photo_large.jpg",
27968,"ADR0123","Italy","Etichette ADR","Monogas","Dewar","Azoto liquido refrigerato","Azoto liquido refrigerato",100,"ADR_Dewar_Azoto-liquido-refrigerato_small.jpg||ADR_Dewar_Azoto-liquido-refrigerato_large.jpg",
27969,"ADR0124","Italy","Etichette ADR","Monogas","Dewar","Ossigeno liquido refrigerato","Ossigeno liquido refrigerato",100,"ADR_Dewar_Ossigeno-liquido-refrigerato_small.jpg||ADR_Dewar_Ossigeno-liquido-refrigerato_large.jpg",
27970,"ADR0125","Italy","Etichette ADR","Monogas","Dewar","Protossido di azoto liquido refrigerato","Protossido di azoto liquido refrigerato",100,"ADR_Dewar_Protossido-di-azoto-liquido-refrigerato_small.jpg||ADR_Dewar_Protossido-di-azoto-liquido-refrigerato_large.jpg",
27971,"ADR0126","Italy","Etichette ADR","Monogas","Bundle","Ammoniaca anidra","Ammoniaca anidra",25,"ADR_Bundle_Ammoniaca-anidra_small.jpg||ADR_Bundle_Ammoniaca-anidra_large.jpg||ADR_Bundle_ammoniaca-photo_large.jpg",
27972,"ADR0127","Italy","Etichette ADR","Monogas","Bundle","Simboli infiammabile","Simboli infiammabile",25,"ADR_Bundle_simbolo-infiammabile_small.jpg||ADR_Bundle_simbolo-infiammabile_large.jpg||ADR_Bundle_simbolo_infiammabile-photo_large.jpg",
27973,"ADR0128","Italy","Etichette ADR","Monogas","Bundle","Simboli comburente","Simboli comburente",25,"ADR_Bundle_simbolo-comburente_small.jpg||ADR_Bundle_simbolo-comburente_large.jpg||ADR_Bundle_simbolo_comburente-photo_large.jpg",
27974,"ADR0129","Italy","Etichette ADR","Monogas","Bundle","Simboli tossico","Simboli tossico",25,"ADR_Bundle_simbolo-tossico_small.jpg||ADR_Bundle_simbolo-tossico_large.jpg",
27975,"ADR0130","Italy","Etichette ADR","Monogas","Bundle","Simboli corrosivo","Simboli corrosivo",25,"ADR_Bundle_simbolo-corrosivo_small.jpg||ADR_Bundle_simbolo-corrosivo_large.jpg||ADR_Bundle_simbolo_corrosivo-photo_large.jpg",
27976,"ADR0131","Italy","Etichette ADR","Monogas","Bundle","Simbolo inerte","Simbolo inerte",25,"ADR_Bundle_simbolo-inerte_small.jpg||ADR_Bundle_simbolo-inerte_large.jpg||ADR_Bundle_simbolo-inerte-photo_large.jpg",
