"ID","Vessel","Material","Cylinder Capacity","Bundle Tipe/Number of cylinders","W. Pressure","Markets","GAS","Valve type of bundle","Material valve of bundle","Deep tube","Material deep tube","Photo","Price"
"CBU170","Bundle","Steel",50,12,"---","Pure","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Yes","Aluminium","12_grigio_7037.jpg","1450"
"CBU171","Bundle","Steel",50,12,"---","Food","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Yes","Aluminium","12_grigio_7037.jpg","1450"
"CBU172","Bundle","Steel",40,12,"---","Industrial","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","12_blu_5010.jpg","1450"
"CBU173","Bundle","Steel",40,12,"---","Medical","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","12_blu_5010.jpg","1450"
"CBU174","Bundle","Steel",40,12,"---","Pure","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","12_blu_5010.jpg","1450"
"CBU175","Bundle","Steel",40,12,"---","Food","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","12_blu_5010.jpg","1450"
"CBU176","Bundle","Steel",50,12,"---","Industrial","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","12_blu_5010.jpg","1450"
"CBU177","Bundle","Steel",50,12,"---","Medical","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","12_blu_5010.jpg","1450"
"CBU178","Bundle","Steel",50,12,"---","Pure","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","12_blu_5010.jpg","1450"
"CBU179","Bundle","Steel",50,12,"---","Food","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","12_blu_5010.jpg","1450"
"CBU180","Bundle","Steel",40,16,"200 bar","Industrial","Oxygen (O2)","1 x higt flow residual pressure","Brass","Not","---","16_bianco_9010.jpg","1600"
"CBU181","Bundle","Steel",40,16,"200 bar","Medical","Oxygen (O2)","1 x higt flow residual pressure","Brass","Not","---","16_bianco_9010.jpg","1600"
"CBU182","Bundle","Steel",40,16,"200 bar","Pure","Oxygen (O2)","1 x higt flow residual pressure","Brass","Not","---","16_bianco_9010.jpg","1600"
"CBU183","Bundle","Steel",40,16,"200 bar","Food","Oxygen (O2)","1 x higt flow residual pressure","Brass","Not","---","16_bianco_9010.jpg","1600"
"CBU184","Bundle","Steel",50,16,"200 bar","Industrial","Oxygen (O2)","1 x higt flow residual pressure","Brass","Not","---","16_bianco_9010.jpg","1600"
"CBU185","Bundle","Steel",50,16,"200 bar","Medical","Oxygen (O2)","1 x higt flow residual pressure","Brass","Not","---","16_bianco_9010.jpg","1600"
"CBU186","Bundle","Steel",50,16,"200 bar","Pure","Oxygen (O2)","1 x higt flow residual pressure","Brass","Not","---","16_bianco_9010.jpg","1600"
"CBU187","Bundle","Steel",50,16,"200 bar","Food","Oxygen (O2)","1 x higt flow residual pressure","Brass","Not","---","16_bianco_9010.jpg","1600"
"CBU188","Bundle","Steel",50,16,"300 bar","Industrial","Oxygen (O2)","1 x higt flow residual pressure","Brass","Not","---","16_bianco_9010.jpg","1600"
"CBU189","Bundle","Steel",50,16,"300 bar","Pure","Oxygen (O2)","1 x higt flow residual pressure","Brass","Not","---","16_bianco_9010.jpg","1600"
"CBU190","Bundle","Steel",50,16,"300 bar","Food","Oxygen (O2)","1 x higt flow residual pressure","Brass","Not","---","16_bianco_9010.jpg","1600"
"CBU191","Bundle","Steel",50,16,"300 bar","Medical","Oxygen (O2)","1 x higt flow residual pressure","Brass","Not","---","16_bianco_9010.jpg","1600"
"CBU192","Bundle","Steel",40,16,"200 bar","Industrial","Nitrogen (N2)","1 x higt flow residual pressure","Brass","Not","---","16_nero.jpg","1600"
"CBU193","Bundle","Steel",40,16,"200 bar","Medical","Nitrogen (N2)","1 x higt flow residual pressure","Brass","Not","---","16_nero.jpg","1600"
"CBU194","Bundle","Steel",40,16,"200 bar","Pure","Nitrogen (N2)","1 x higt flow residual pressure","Brass","Not","---","16_nero.jpg","1600"
"CBU195","Bundle","Steel",40,16,"200 bar","Food","Nitrogen (N2)","1 x higt flow residual pressure","Brass","Not","---","16_nero.jpg","1600"
"CBU196","Bundle","Steel",50,16,"200 bar","Industrial","Nitrogen (N2)","1 x higt flow residual pressure","Brass","Not","---","16_nero.jpg","1600"
"CBU197","Bundle","Steel",50,16,"200 bar","Medical","Nitrogen (N2)","1 x higt flow residual pressure","Brass","Not","---","16_nero.jpg","1600"
"CBU198","Bundle","Steel",50,16,"200 bar","Pure","Nitrogen (N2)","1 x higt flow residual pressure","Brass","Not","---","16_nero.jpg","1600"
"CBU199","Bundle","Steel",50,16,"200 bar","Food","Nitrogen (N2)","1 x higt flow residual pressure","Brass","Not","---","16_nero.jpg","1600"
"CBU200","Bundle","Steel",50,16,"300 bar","Industrial","Nitrogen (N2)","1 x higt flow residual pressure","Brass","Not","---","16_nero.jpg","1600"
"CBU201","Bundle","Steel",50,16,"300 bar","Pure","Nitrogen (N2)","1 x higt flow residual pressure","Brass","Not","---","16_nero.jpg","1600"
"CBU202","Bundle","Steel",50,16,"300 bar","Food","Nitrogen (N2)","1 x higt flow residual pressure","Brass","Not","---","16_nero.jpg","1600"
"CBU203","Bundle","Steel",50,16,"300 bar","Medical","Nitrogen (N2)","1 x higt flow residual pressure","Brass","Not","---","16_nero.jpg","1600"
"CBU204","Bundle","Steel",40,16,"200 bar","Industrial","Argon (Ar)","1 x higt flow residual pressure","Brass","Not","---","16_verde_6001.jpg","1600"
"CBU205","Bundle","Steel",40,16,"200 bar","Pure","Argon (Ar)","1 x higt flow residual pressure","Brass","Not","---","16_verde_6001.jpg","1600"
"CBU206","Bundle","Steel",40,16,"200 bar","Food","Argon (Ar)","1 x higt flow residual pressure","Brass","Not","---","16_verde_6001.jpg","1600"
"CBU207","Bundle","Steel",50,16,"200 bar","Industrial","Argon (Ar)","1 x higt flow residual pressure","Brass","Not","---","16_verde_6001.jpg","1600"
"CBU208","Bundle","Steel",50,16,"200 bar","Pure","Argon (Ar)","1 x higt flow residual pressure","Brass","Not","---","16_verde_6001.jpg","1600"
"CBU209","Bundle","Steel",50,16,"200 bar","Food","Argon (Ar)","1 x higt flow residual pressure","Brass","Not","---","16_verde_6001.jpg","1600"
"CBU210","Bundle","Steel",50,16,"300 bar","Industrial","Argon (Ar)","1 x higt flow residual pressure","Brass","Not","---","16_verde_6001.jpg","1600"
"CBU211","Bundle","Steel",50,16,"300 bar","Pure","Argon (Ar)","1 x higt flow residual pressure","Brass","Not","---","16_verde_6001.jpg","1600"
"CBU212","Bundle","Steel",50,16,"300 bar","Food","Argon (Ar)","1 x higt flow residual pressure","Brass","Not","---","16_verde_6001.jpg","1600"
"CBU213","Bundle","Steel",40,16,"200 bar","Industrial","Helium (He)","1 x higt flow residual pressure","Brass","Not","---","16_marrone_8008.jpg","1600"
"CBU214","Bundle","Steel",40,16,"200 bar","Pure","Helium (He)","1 x higt flow residual pressure","Brass","Not","---","16_marrone_8008.jpg","1600"
"CBU215","Bundle","Steel",40,16,"200 bar","Food","Helium (He)","1 x higt flow residual pressure","Brass","Not","---","16_marrone_8008.jpg","1600"
"CBU216","Bundle","Steel",50,16,"200 bar","Industrial","Helium (He)","1 x higt flow residual pressure","Brass","Not","---","16_marrone_8008.jpg","1600"
"CBU217","Bundle","Steel",50,16,"200 bar","Pure","Helium (He)","1 x higt flow residual pressure","Brass","Not","---","16_marrone_8008.jpg","1600"
"CBU218","Bundle","Steel",50,16,"200 bar","Food","Helium (He)","1 x higt flow residual pressure","Brass","Not","---","16_marrone_8008.jpg","1600"
"CBU219","Bundle","Steel",50,16,"300 bar","Pure","Helium (He)","1 x higt flow residual pressure","Brass","Not","---","16_marrone_8008.jpg","1600"
"CBU220","Bundle","Steel",40,16,"200 bar","Industrial","Hidrogen (H2)","1 x higt flow residual pressure","Brass","Not","---","16_rosso_3000.jpg","1600"
"CBU221","Bundle","Steel",40,16,"200 bar","Pure","Hidrogen (H2)","1 x higt flow residual pressure","Brass","Not","---","16_rosso_3000.jpg","1600"
"CBU222","Bundle","Steel",40,16,"200 bar","Food","Hidrogen (H2)","1 x higt flow residual pressure","Brass","Not","---","16_rosso_3000.jpg","1600"
"CBU223","Bundle","Steel",50,16,"200 bar","Industrial","Hidrogen (H2)","1 x higt flow residual pressure","Brass","Not","---","16_rosso_3000.jpg","1600"
"CBU224","Bundle","Steel",50,16,"200 bar","Pure","Hidrogen (H2)","1 x higt flow residual pressure","Brass","Not","---","16_rosso_3000.jpg","1600"
"CBU225","Bundle","Steel",50,16,"200 bar","Food","Hidrogen (H2)","1 x higt flow residual pressure","Brass","Not","---","16_rosso_3000.jpg","1600"
"CBU226","Bundle","Steel",40,16,"200 bar","Industrial","Air","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU227","Bundle","Steel",40,16,"200 bar","Medical","Medical Air","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_Mix_Bianco-Nero.jpg","1600"
"CBU228","Bundle","Steel",40,16,"200 bar","Pure","Air","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU229","Bundle","Steel",50,16,"200 bar","Industrial","Air","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU230","Bundle","Steel",50,16,"200 bar","Medical","Medical Air","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_Mix_Bianco-Nero.jpg","1600"
"CBU231","Bundle","Steel",50,16,"200 bar","Pure","Air","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU232","Bundle","Steel",50,16,"300 bar","Industrial","Air","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU233","Bundle","Steel",50,16,"300 bar","Pure","Air","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU234","Bundle","Steel",50,16,"300 bar","Medical","Medical Air","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_Mix_Bianco-Nero.jpg","1600"
"CBU235","Bundle","Steel",40,16,"200 bar","Industrial","Inert Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU236","Bundle","Steel",40,16,"200 bar","Medical","Inert Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU237","Bundle","Steel",40,16,"200 bar","Pure","Inert Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU238","Bundle","Steel",40,16,"200 bar","Food","Inert Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU239","Bundle","Steel",50,16,"200 bar","Industrial","Inert Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU240","Bundle","Steel",50,16,"200 bar","Medical","Inert Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU241","Bundle","Steel",50,16,"200 bar","Pure","Inert Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU242","Bundle","Steel",50,16,"200 bar","Food","Inert Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU243","Bundle","Steel",50,16,"300 bar","Industrial","Inert Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU244","Bundle","Steel",50,16,"300 bar","Pure","Inert Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU245","Bundle","Steel",50,16,"300 bar","Food","Inert Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU246","Bundle","Steel",50,16,"300 bar","Medical","Inert Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_verde_6018.jpg","1600"
"CBU247","Bundle","Steel",40,16,"200 bar","Industrial","Flammable Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_rosso_3000.jpg","1600"
"CBU248","Bundle","Steel",40,16,"200 bar","Pure","Flammable Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_rosso_3000.jpg","1600"
"CBU249","Bundle","Steel",50,16,"200 bar","Industrial","Flammable Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_rosso_3000.jpg","1600"
"CBU250","Bundle","Steel",50,16,"200 bar","Pure","Flammable Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_rosso_3000.jpg","1600"
"CBU251","Bundle","Steel",50,16,"300 bar","Industrial","Flammable Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_rosso_3000.jpg","1600"
"CBU252","Bundle","Steel",50,16,"300 bar","Pure","Flammable Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_rosso_3000.jpg","1600"
"CBU253","Bundle","Steel",40,16,"200 bar","Industrial","Hidrogen Mixture (H2-Mix)","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_rosso_3000.jpg","1600"
"CBU254","Bundle","Steel",40,16,"200 bar","Pure","Hidrogen Mixture (H2-Mix)","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_rosso_3000.jpg","1600"
"CBU255","Bundle","Steel",50,16,"200 bar","Industrial","Hidrogen Mixture (H2-Mix)","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_rosso_3000.jpg","1600"
"CBU256","Bundle","Steel",50,16,"200 bar","Pure","Hidrogen Mixture (H2-Mix)","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_rosso_3000.jpg","1600"
"CBU257","Bundle","Steel",40,16,"200 bar","Industrial","Oxidant Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_azzurro_5012.jpg","1600"
"CBU258","Bundle","Steel",40,16,"200 bar","Medical","Oxidant Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_azzurro_5012.jpg","1600"
"CBU259","Bundle","Steel",40,16,"200 bar","Pure","Oxidant Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_azzurro_5012.jpg","1600"
"CBU260","Bundle","Steel",40,16,"200 bar","Food","Oxidant Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_azzurro_5012.jpg","1600"
"CBU261","Bundle","Steel",50,16,"200 bar","Industrial","Oxidant Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_azzurro_5012.jpg","1600"
"CBU262","Bundle","Steel",50,16,"200 bar","Medical","Oxidant Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_azzurro_5012.jpg","1600"
"CBU263","Bundle","Steel",50,16,"200 bar","Pure","Oxidant Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_azzurro_5012.jpg","1600"
"CBU264","Bundle","Steel",50,16,"200 bar","Food","Oxidant Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_azzurro_5012.jpg","1600"
"CBU265","Bundle","Steel",50,16,"300 bar","Industrial","Oxidant Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_azzurro_5012.jpg","1600"
"CBU266","Bundle","Steel",50,16,"300 bar","Pure","Oxidant Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_azzurro_5012.jpg","1600"
"CBU267","Bundle","Steel",50,16,"300 bar","Food","Oxidant Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_azzurro_5012.jpg","1600"
"CBU268","Bundle","Steel",50,16,"300 bar","Medical","Oxidant Mixture","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_azzurro_5012.jpg","1600"
"CBU269","Bundle","Steel",40,16,"---","Industrial","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Not","---","16_grigio_7037.jpg","1600"
"CBU270","Bundle","Steel",40,16,"---","Medical","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Not","---","16_grigio_7037.jpg","1600"
"CBU271","Bundle","Steel",40,16,"---","Pure","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Not","---","16_grigio_7037.jpg","1600"
"CBU272","Bundle","Steel",40,16,"---","Food","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Not","---","16_grigio_7037.jpg","1600"
"CBU273","Bundle","Steel",50,16,"---","Industrial","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Not","---","16_grigio_7037.jpg","1600"
"CBU274","Bundle","Steel",50,16,"---","Medical","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Not","---","16_grigio_7037.jpg","1600"
"CBU275","Bundle","Steel",50,16,"---","Pure","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Not","---","16_grigio_7037.jpg","1600"
"CBU276","Bundle","Steel",50,16,"---","Food","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Not","---","16_grigio_7037.jpg","1600"
"CBU277","Bundle","Steel",40,16,"---","Industrial","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_grigio_7037.jpg","1600"
"CBU278","Bundle","Steel",40,16,"---","Medical","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_grigio_7037.jpg","1600"
"CBU279","Bundle","Steel",40,16,"---","Pure","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_grigio_7037.jpg","1600"
"CBU280","Bundle","Steel",40,16,"---","Food","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_grigio_7037.jpg","1600"
"CBU281","Bundle","Steel",50,16,"---","Industrial","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_grigio_7037.jpg","1600"
"CBU282","Bundle","Steel",50,16,"---","Medical","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_grigio_7037.jpg","1600"
"CBU283","Bundle","Steel",50,16,"---","Pure","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_grigio_7037.jpg","1600"
"CBU284","Bundle","Steel",50,16,"---","Food","Carbon Dioxide (CO2)","1 x higt flow residual pressure","Brass","Yes","Aluminium","16_grigio_7037.jpg","1600"
"CBU285","Bundle","Steel",40,16,"---","Industrial","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","16_blu_5010.jpg","1600"
"CBU286","Bundle","Steel",40,16,"---","Medical","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","16_blu_5010.jpg","1600"
"CBU287","Bundle","Steel",40,16,"---","Pure","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","16_blu_5010.jpg","1600"
"CBU288","Bundle","Steel",40,16,"---","Food","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","16_blu_5010.jpg","1600"
"CBU289","Bundle","Steel",50,16,"---","Industrial","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","16_blu_5010.jpg","1600"
"CBU290","Bundle","Steel",50,16,"---","Medical","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","16_blu_5010.jpg","1600"
"CBU291","Bundle","Steel",50,16,"---","Pure","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","16_blu_5010.jpg","1600"
"CBU292","Bundle","Steel",50,16,"---","Food","Nitrous Oxide (N2O)","1 x higt flow residual pressure","Brass","Not","---","16_blu_5010.jpg","1600"
"CBU293","Bundle","Steel",50,16,"---","Pure","Acetylene (C2H2)","1 x higt flow residual pressure","Brass","Not","---","16_marrone_3009.jpg","1600"
