"ID","Country","Categoria","Settore","DescrEn","Prodotto","Confezione","Prezzo","Photo","Esclusivo","Obsoleto","IDDestinatario","COGE","Note","QuantDef"
"AU0124","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 4 comm. rosso D.5 cf 12","Registratore dox 4 comm. Rosso D.5 cf 12",1,"41.40","Registratore-dox-comm.jpg",VERO,VERO,"SMR","N010",,
"AU0125","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 4 comm. blu D.5 cf 12","Registratore dox 4 comm. blu D.5 cf 12",1,"41.40","Registratore-dox-comm.jpg",VERO,VERO,"SMR","N010",,
"AU0126","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 4 comm. giallo D.5 cf 12","Registratore dox 4 comm. giallo D.5 cf 12",1,"41.40","Registratore-dox-comm.jpg",VERO,VERO,"SMR","N010",,
"AU0127","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 4 comm. verde D.5 cf 12","Registratore dox 4 comm. verde D.5 cf 12",1,"41.40","Registratore-dox-comm.jpg",VERO,VERO,"SMR","N010",,
"AU0128","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 5 prot. rosso D.5 cf 12","Registratore dox 5 prot. rosso D.5 cf 12",1,"41.40","Registratore-dox-comm.jpg",VERO,VERO,"SMR","N010",,
"AU0129","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 5 prot. blu D.5 cf 12","Registratore dox 5 prot. blu D.5 cf 12",1,"41.40","Registratore-dox-comm.jpg",VERO,VERO,"SMR","N010",,
"AU0130","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 5 prot. verde D.5 cf 12","Registratore dox 5 prot. verde D.5 cf 12",1,"41.40","Registratore-dox-comm.jpg",VERO,VERO,"SMR","N010",,
"AU0131","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 1 comm. rosso D.8","Registratore dox 1 comm. rosso D.8 cf 12",6,"24.65","Registratore-dox-comm.jpg",VERO,FALSO,"SMR","N010",,
"AU0132","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 1 comm. blu D.8","Registratore dox 1 comm. blu D.8 cf 12",6,"24.65","Registratore-dox-comm.jpg",VERO,FALSO,"SMR","N010",,
"AU0133","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 1 comm. giallo D.8","Registratore dox 1 comm. giallo D.8 cf 12",6,"24.65","Registratore-dox-comm.jpg",VERO,FALSO,"SMR","N010",,
"AU0134","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 1 comm. verde D.8","Registratore dox 1 comm. verde D.8 cf 12",6,"24.65","Registratore-dox-comm.jpg",VERO,FALSO,"SMR","N010",,
"AU0135","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 2 prot. rosso D.5 cf 12","Registratore dox 2 prot. rosso D.5 cf 12",1,"41.40","Registratore-dox-comm.jpg",VERO,VERO,"SMR","N010",,
"AU0136","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 2 prot. blu D.5 cf 12","Registratore dox 2 prot. blu D.5 cf 12",1,"41.40","Registratore-dox-comm.jpg",VERO,VERO,"SMR","N010",,
"AU0137","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 2 prot. giallo D.5 cf 12","Registratore dox 2 prot. giallo D.5 cf 12",1,"41.40","Registratore-dox-comm.jpg",VERO,VERO,"SMR","N010",,
"AU0138","Italy","Archivio, organizzazione","Raccoglitori","Registratore dox 2 prot. verde D.5 cf 12","Registratore dox 2 prot. verde D.5 cf 12",1,"41.40","Registratore-dox-comm.jpg",VERO,VERO,"SMR","N010",,
"AU0139","Italy","Archivio, organizzazione","Raccoglitori","Portariviste trasp. d/muro orizzontale 36x18x6 (art. 41313P)","Portariviste trasp. d/muro orizzontale 36x18x6 (art. 41313P)",1,"6.65",,VERO,VERO,"SMR","N010",,
"AU0140","Italy","Archivio, organizzazione","Raccoglitori","Registratore con custodia neutro protocollo dorso 8 conf. 12","Registratore con custodia neutro protocollo dorso 8 conf. 12",1,"1.91","Raccoglitore-Delso-line-G15-protocollo.jpg",VERO,VERO,"SMR","N010",,
"AU0141","Italy","Archivio, organizzazione","Raccoglitori","Cartella Spring a tre lembi colori assortiti 190 gr","Cartella Spring a tre lembi colori assortiti 190 gr",1,"5.20","cartella-3-lembi.jpg",VERO,VERO,"SMR","N010",,
"AU0142","Italy","Archivio, organizzazione","Raccoglitori","Cartella manilla semplice senza lembi 190 gr grigio","Cartella manilla semplice senza lembi 190 gr grigio",1,"5.10","cartella-no-lembi.jpg",VERO,VERO,"SMR","N010",,
"AU0143","Italy","Archivio, organizzazione","Raccoglitori","Cartella manilla semplice senza lembi 190 gr colori assortiti","Cartella manilla semplice senza lembi 190 gr colori assortiti",1,"5.10","cartella-no-lembi.jpg",VERO,VERO,"SMR","N010",,
"AU0144","Italy","Archivio, organizzazione","Raccoglitori","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 25 mm (art. 24129Y)","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 25 mm (art. 24129Y)",1,"2.73","Raccoglitore-a-4-anelli-bianco.jpg",VERO,VERO,"SMR","N010",,
"AU0145","Italy","Archivio, organizzazione","Raccoglitori","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 35 mm (art. 24132M)","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 35 mm (art. 24132M)",1,"3.02","Raccoglitore-a-4-anelli-bianco.jpg",VERO,VERO,"SMR","N010",,
"AU0146","Italy","Archivio, organizzazione","Raccoglitori","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 45 mm (art. 24134Z)","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 45 mm (art. 24134Z)",1,"3.28","Raccoglitore-a-4-anelli-bianco.jpg",VERO,VERO,"SMR","N010",,
"AU0147","Italy","Archivio, organizzazione","Raccoglitori","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 65 mm (art. 26799S)","Racc. C. Express 4A D bianco f.u. 22x30 cm. Diam. 65 mm (art. 26799S)",1,"5.17","Raccoglitore-a-4-anelli-bianco.jpg",VERO,VERO,"SMR","N010",,
"AU0148","Italy","Archivio, organizzazione","Raccoglitori","Portalistino personalizzabile PPL 30 buste 22x30 (art. 27812K)","Portalistino personalizzabile PPL 30 buste 22x30 (art. 27812K)",1,"2.68","Portalistini-a-buste.jpg",VERO,VERO,"SMR","N010",,
"AU0149","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore personalizzabile 4 anelli bianco mm20","Raccoglitore personalizzabile 4 anelli bianco mm20",1,"3.77","Raccoglitore-a-4-anelli-bianco.jpg",VERO,VERO,"SMR","N010",,
"AU0150","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore personalizzabile 4 anelli bianco mm30","Raccoglitore personalizzabile 4 anelli bianco mm30",1,"4.15","Raccoglitore-a-4-anelli-bianco.jpg",VERO,VERO,"SMR","N010",,
"AU0151","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore personalizzabile 4 anelli bianco mm35","Raccoglitore personalizzabile 4 anelli bianco mm35",1,"4.33","Raccoglitore-a-4-anelli-bianco.jpg",VERO,VERO,"SMR","N010",,
"AU0152","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore personalizzabile 4 anelli bianco mm40","Raccoglitore personalizzabile 4 anelli bianco mm40",1,"4.34","Raccoglitore-a-4-anelli-bianco.jpg",VERO,VERO,"SMR","N010",,
"AU0153","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore personalizzabile 4 anelli bianco mm52","Raccoglitore personalizzabile 4 anelli bianco mm52",1,"4.96","Raccoglitore-a-4-anelli-bianco.jpg",VERO,VERO,"SMR","N010",,
"AU0154","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore personalizzabile 4 anelli bianco mm65","Raccoglitore personalizzabile 4 anelli bianco mm65",1,"7.42","Raccoglitore-a-4-anelli-bianco.jpg",VERO,VERO,"SMR","N010",,
"AU0155","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 protocollo blu","Raccoglitore Elica d8 protocollo blu",1,"1.52","Raccoglitore-Elica-d8-protocollo.jpg",VERO,FALSO,"SMR","N010",,
"AU0156","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 protocollo rosso","Raccoglitore Elica d8 protocollo rosso",1,"1.52","Raccoglitore-Elica-d8-protocollo.jpg",VERO,FALSO,"SMR","N010",,
"AU0157","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 protocollo verde","Raccoglitore Elica d8 protocollo verde",1,"1.50","Raccoglitore-Elica-d8-protocollo.jpg",VERO,FALSO,"SMR","N010",,
"AU0158","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 protocollo nero","Raccoglitore Elica d8 protocollo nero",1,"1.52","Raccoglitore-Elica-d8-protocollo.jpg",VERO,FALSO,"SMR","N010",,
"AU0159","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 protocollo giallo","Raccoglitore Elica d8 protocollo giallo",1,"1.52","Raccoglitore-Elica-d8-protocollo.jpg",VERO,FALSO,"SMR","N010",,
"AU0160","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale blu","Raccoglitore Elica d8 commerciale blu",1,"1.50","Raccoglitore-elica-comm.jpg",VERO,FALSO,"SMR","N010",,
"AU0161","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale rosso","Raccoglitore Elica d8 commerciale rosso",1,"1.50","Raccoglitore-elica-comm.jpg",VERO,FALSO,"SMR","N010",,
"AU0162","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale verde","Raccoglitore Elica d8 commerciale verde",1,"1.50","Raccoglitore-elica-comm.jpg",VERO,FALSO,"SMR","N010",,
"AU0163","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale nero","Raccoglitore Elica d8 commerciale nero",1,"1.52","Raccoglitore-elica-comm.jpg",VERO,FALSO,"SMR","N010",,
"AU0164","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale giallo","Raccoglitore Elica d8 commerciale giallo",1,"1.50","Raccoglitore-elica-comm.jpg",VERO,FALSO,"SMR","N010",,
"AU0165","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Eurofile G54 blu","Raccoglitore Eurofile G54 blu",8,"36.58","Raccoglitore-Eurofile-G55-blu.jpg",VERO,FALSO,"SMR","N010",,
"AU0166","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Eurofile G55 blu","Raccoglitore Eurofile G55 blu",6,"27.43","Raccoglitore-Eurofile-G55-blu.jpg",VERO,FALSO,"SMR","N010",,
"AU0167","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Delso line G15 protocollo","Raccoglitore Delso line G15 protocollo",6,"19.08","Raccoglitore-Delso-line-G15-protocollo.jpg",VERO,FALSO,"SMR","N010",,
"AU0168","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G85 protocollo.blu dorso 8","Registratore Oxford G85 protocollo.blu dorso 8 cf.12",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
"AU0169","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G85 protocollo.verde dorso 8","Registratore Oxford G85 protocollo.verde dorso 8 cf.12",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
"AU0170","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G85 protocollo.rosso dorso 8","Registratore Oxford G85 protocollo.rosso dorso 8 cf.12",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
"AU0171","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G83 comm. blu dorso 8","Registratore Oxford G83 comm. blu dorso 8",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
"AU0172","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G83 comm. verde dorso 8","Registratore Oxford G83 comm. verde dorso 8",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
"AU0173","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G83 comm. rosso dorso 8","Registratore Oxford G83 comm. rosso dorso 8",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
"AU0174","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G84 protocollo blu dorso 5","Registratore Oxford G84 protocollo blu dorso 5",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
"AU0175","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G84 protocollo rosso dorso 5","Registratore Oxford G84 protocollo rosso dorso 5",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
"AU0176","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G84 protocollo verde dorso 5","Registratore Oxford G84 protocollo verde dorso 5",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
"AU0177","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G81 Memorandum blu","Registratore Oxford G81 Memorandum blu",1,"1.64","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
"AU0178","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G81 Memorandum rosso","Registratore Oxford G81 Memorandum rosso",1,"1.64","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
"AU0179","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G81 Memorandum verde","Registratore Oxford G81 Memorandum verde",1,"1.64","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
"AU0180","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Vic protocollo dorso 8","Raccoglitore Vic protocollo dorso 8",1,"1.55","Raccoglitore-Vic-commerciale-dorso-8.jpg",VERO,FALSO,"SMR","N010",,
"AU0181","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Vic commerciale dorso 8","Raccoglitore Vic commerciale dorso 8",1,"1.55","Raccoglitore-Vic-commerciale-dorso-8.jpg",VERO,FALSO,"SMR","N010",,
"AU0182","Italy","Archivio, organizzazione","Registri, rubriche","Libro firma","Libro firma",1,"7.88","Libro-firma.jpg",VERO,FALSO,"SMR","N010",,
"AU0183","Italy","Archivio, organizzazione","Registri, rubriche","Rubrica telefonica 15 x21","Rubrica telefonica 15 x21",1,"8.82","Rubrica-telefonica-15-x21.jpg",VERO,FALSO,"SMR","N010",,
"AU0184","Italy","Archivio, organizzazione","Registri, rubriche","Scheda carburante","Scheda carburante",50,"1.84","Scheda-carburante.jpg",VERO,FALSO,"SMR","N010",,
"AU0185","Italy","Archivio, organizzazione","Registri, rubriche","Scheda carburante","Scheda carburante",12,"0.96","Scheda-carburante.jpg",VERO,FALSO,"SMR","N010",,
"AU0186","Italy","Archivio, organizzazione","Registri, rubriche","Portabiglietti da visita a buste fisse","Portabiglietti da visita a buste fisse",1,"3.32","Portabiglietti-da-visita-a-buste-fisse.jpg",VERO,FALSO,"SMR","N010",,
"AU0187","Italy","Archivio, organizzazione","Registri, rubriche","Portabiglietti da visita blu a 4 anelli","Portabiglietti da visita blu a 4 anelli",1,"7.48","Portabiglietti-da-visita-alfabetico.jpg",VERO,FALSO,"SMR","N010",,
"AU0188","Italy","Archivio, organizzazione","Registri, rubriche","Registro Blasetti A4 quadri 48 fogli","Registro Blasetti A4 quadri 48 fogli",1,"2.99","Registro-Blasetti-A4-quadri.jpg",VERO,FALSO,"SMR","N010",,
"AU0189","Italy","Archivio, organizzazione","Registri, rubriche","Registro Blasetti A4 quadri 72 fogli","Registro Blasetti A4 quadri 72 fogli",1,"3.97","Registro-Blasetti-A4-quadri.jpg",VERO,FALSO,"SMR","N010",,
"AU0190","Italy","Archivio, organizzazione","Registri, rubriche","Buono di consegna EDIPRO E5196C","Buono di consegna EDIPRO E5196C",1,"1.34","Buono-di-consegna-EDIPRO-E5196C.jpg",VERO,FALSO,"SMR","N010",,
"AU0191","Italy","Archivio, organizzazione","Registri, rubriche","Registro Blasetti A4 righe 48 fogli","Registro Blasetti A4 righe 48 fogli",1,"2.99","Registro-Blasetti-A4-righe.jpg",VERO,FALSO,"SMR","N010",,
"AU0192","Italy","Archivio, organizzazione","Registri, rubriche","Registro Blasetti A4 righe 72 fogli","Registro Blasetti A4 righe 72 fogli",1,"2.99","Registro-Blasetti-A4-righe.jpg",VERO,FALSO,"SMR","N010",,
"AU0193","Italy","Archivio, organizzazione","Registri, rubriche","Portabiglietti da visita alfabetico","Portabiglietti da visita alfabetico",1,"9.07","Portabiglietti-da-visita-alfabetico.jpg",VERO,FALSO,"SMR","N010",,
"AU0194","Italy","Archivio, organizzazione","Registri, rubriche","Registro di carico e scarico rifiuti","Registro di carico e scarico rifiuti",1,"3.39","Registro-di-carico-e-scarico-rifiuti.jpg",VERO,FALSO,"SMR","N010",,
"AU0195","Italy","Archivio, organizzazione","Scatole archivio","Scatola per archivio Storage 23X33","Scatola per archivio Storage 23X33",1,"20.16","Scatola-archivio-storage.jpg",VERO,FALSO,"SMR","N010",,
"AU0196","Italy","Archivio, organizzazione","Scatole archivio","Scatola per archivio Storage 26x37","Scatole elica 25x35",1,"0.85","Contenitore-per-4-scatole-Elica.jpg",VERO,VERO,"SMR","N010",,
"AU0197","Italy","Archivio, organizzazione","Scatole archivio","Scatola archivio storage 26x37","Scatola archivio storage 26x37",32,"27.20","Scatola-archivio-storage.jpg",VERO,FALSO,"SMR","N010",,
"AU0198","Italy","Archivio, organizzazione","Scatole archivio","Contenitore per 4 scatole Elica","Contenitore per 4 scatole Elica",12,"51.93","Contenitore-per-4-scatole-Elica.jpg",VERO,FALSO,"SMR","N010",,
"AU0199","Italy","Archivio, organizzazione","Separatori, divisori","Copert. C.E carton.goffr. A4 250gr./mq bian sc.100","Copert. C.E carton.goffr. A4 250gr./mq bian sc.100",1,"12.58","Cartoncino-per-rilegatura.jpg",VERO,VERO,"SMR","N010",,
"AU0200","Italy","Archivio, organizzazione","Separatori, divisori","Copertina Polytranspar opaco PVC20/100","Copertina Polytranspar opaco PVC20/100",100,"12.11","Copertina-A4-trasparente.jpg",VERO,VERO,"SMR","N010",,
"AU0201","Italy","Archivio, organizzazione","Separatori, divisori","Copertina trasparente 25/100 C.Express A4","Copertina trasparente 25/100 C.Express A4",100,"12.50","Copertina-A4-trasparente.jpg",VERO,VERO,"SMR","N010",,
"AU0202","Italy","Archivio, organizzazione","Separatori, divisori","Copertina trasparente 15/100 C.Express A4","Copertina trasparente 15/100 C.Express A4",100,"7.76","Copertina-A4-trasparente.jpg",VERO,VERO,"SMR","N010",,
"AU0203","Italy","Archivio, organizzazione","Separatori, divisori","Dorsi plastici tondi C.E.dm6mm 25fg.BLU","Dorsi plastici tondi C.E.dm6mm 25fg.BLU sc100",100,"4.79","Spirale-in-plastica-ad-anelli.jpg",VERO,VERO,"SMR","N010",,
"AU0204","Italy","Archivio, organizzazione","Separatori, divisori","Dorsi plastici tondi C.E.dm8mm 45fg.BLU","Dorsi plastici tondi C.E.dm8mm 45fg.BLU sc100",100,"5.50","Spirale-in-plastica-ad-anelli.jpg",VERO,VERO,"SMR","N010",,
"AU0205","Italy","Archivio, organizzazione","Separatori, divisori","Dorsi plastici tondi C.E. dm10mm.70fg.BLU","Dorsi plastici tondi C.E. dm10mm.70fg.BLUsc100",100,"6.32","Spirale-in-plastica-ad-anelli.jpg",VERO,VERO,"SMR","N010",,
"AU0206","Italy","Archivio, organizzazione","Separatori, divisori","Dorsi plastici tondi C.E.dm12mm.100fg.BLU","Dorsi plastici tondi C.E.dm12mm.100fg.BLU sc100",100,"8.71","Spirale-in-plastica-ad-anelli.jpg",VERO,VERO,"SMR","N010",,
"AU0207","Italy","Archivio, organizzazione","Separatori, divisori","Dorsi plastici tondi C.E.dm14mm.125fg.BLU","Dorsi plastici tondi C.E.dm14mm.125fg.BLUsc100",100,"9.95","Spirale-in-plastica-ad-anelli.jpg",VERO,VERO,"SMR","N010",,
"AU0208","Italy","Archivio, organizzazione","Separatori, divisori","Dorsi plastici tondi C.E.dm16mm.145fg.BLU","Dorsi plastici tondi C.E.dm16mm.145fg.BLU  sc100",100,"10.25","Spirale-in-plastica-ad-anelli.jpg",VERO,VERO,"SMR","N010",,
"AU0209","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio 13x23 bianco","Divisorio 13x23 bianco",,"2.84","Divisorio-13x23-bianco.jpg",VERO,VERO,"SMR","N010",,
"AU0210","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio 13x23 bianco","Divisorio 13x23 bianco",1000,"17.00","Divisorio-13x23-bianco.jpg",VERO,FALSO,"SMR","N010",,
"AU0211","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio 13x23 rosa","Divisorio 13x23 rosa",,"3.50","Divisorio-13x23-rosa.jpg",VERO,VERO,"SMR","N010",,
"AU0212","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio 13x23 rosa","Divisorio 13x23 rosa",1000,"21.00","Divisorio-13x23-rosa.jpg",VERO,FALSO,"SMR","N010",,
"AU0213","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori giallo","Divisorio in cartoncino 4 fori giallo",100,"3.59","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0214","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori azzurro","Divisorio in cartoncino 4 fori azzurro",100,"3.59","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0215","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori verde","Divisorio in cartoncino 4 fori verde",100,"3.59","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0216","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori rosso","Divisorio in cartoncino 4 fori rosso",100,"3.59","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0217","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori arancio","Divisorio in cartoncino 4 fori arancio",100,"49.88","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0218","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori camoscio","Divisorio in cartoncino 4 fori camoscio",100,"3.59","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0219","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori grigio","Divisorio in cartoncino 4 fori grigio",100,"3.59","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0220","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori giallo","Divisorio in cartoncino 2 fori giallo",100,"2.60","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0221","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori azzurro","Divisorio in cartoncino 2 fori azzurro",100,"2.60","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0222","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori verde","Divisorio in cartoncino 2 fori verde",100,"2.60","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0223","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori rosso","Divisorio in cartoncino 2 fori rosso",100,"2.60","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0224","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori arancio","Divisorio in cartoncino 2 fori arancio",100,"2.60","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0225","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori camoscio","Divisorio in cartoncino 2 fori camoscio",100,"2.70","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0226","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori grigio","Divisorio in cartoncino 2 fori grigio",100,"2.70","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0227","Italy","Archivio, organizzazione","Separatori, divisori","Fastener in metallo","Fastener in metallo",50,"5.21","Fastener-in-metallo.jpg",VERO,FALSO,"SMR","N010",,
"AU0228","Italy","Archivio, organizzazione","Separatori, divisori","Separatore alfabetico A-Z A4","Separatore alfabetico A-Z A4",1,"0.75","Separatore-alfabetico-A-Z-A4.jpg",VERO,FALSO,"SMR","N010",,
"AU0229","Italy","Archivio, organizzazione","Separatori, divisori","Separatore esselte A4 tasti scrivibili","Separatore esselte A4 tasti scrivibili",1,"0.72","Separatore-esselte-A4-tasti-scrivibili.jpg",VERO,FALSO,"SMR","N010",,
"AU0230","Italy","Archivio, organizzazione","Separatori, divisori","Salvabuchi","Salvabuchi",500,"1.93","Salvabuchi.jpg",VERO,FALSO,"SMR","N010",,
"AU0231","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio 2 fori 14x25 blu","Divisorio 2 fori 14x25 blu",200,"6.75","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
"AU0232","Italy","Archivio, organizzazione","Separatori, divisori","Separatore numerico A4 31 tasti","Separatore numerico A4 31 tasti",1,"1.57","Separatore-numerico-A4-31-tasti.jpg",VERO,FALSO,"SMR","N010",,
"AU0233","Italy","Archivio, organizzazione","Separatori, divisori","Cavalierini autoadesivi in colori assortiti","Cavalierini autoadesivi in colori assortiti",48,"3.55","Cavalierini-autoadesivi-in-colori-assortiti.jpg",VERO,FALSO,"SMR","N010",,
"AU0234","Italy","Archivio, organizzazione","Separatori, divisori","Dorso 3L File Strips","Dorso 3L File Strips",100,"23.69","Dorso-3L-File-Strips.jpg",VERO,FALSO,"SMR","N010",,
