"Object","ID","Country","Categoria","Settore","Prodotto eng","Prodotto","Confezione","Prezzo",,"Esclusivo","Obsoleto","IDDestinatario","COGE","Note","QuantDef"
13891,"EC162","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Elio compresso"" ed. 2010","Etichetta ADR ""Elio compresso"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13892,"EC163","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Neon compresso"" ed. 2010","Etichetta ADR ""Neon compresso"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13893,"EC164","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Xeno"" ed. 2010","Etichetta ADR ""Xeno"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13894,"EC165","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Kripto compresso"" ed. 2010","Etichetta ADR ""Kripto compresso"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13895,"EC166","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Esafluoruro di zolfo"" ed. 2010","Etichetta ADR ""Esafluoruro di zolfo"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13896,"EC167","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Azoto liquido refrigerato"" ed. 2010","Etichetta ADR ""Azoto liquido refrigerato"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13897,"EC168","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Ossigeno compresso"" ed. 2010","Etichetta ADR ""Ossigeno compresso"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13898,"EC169","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Protossido di azoto"" ed. 2010","Etichetta ADR ""Protossido di azoto"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13899,"EC170","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Ossigeno refrigerato"" ed. 2010","Etichetta ADR ""Ossigeno refrigerato"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13900,"EC171","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Protossido di azoto refrigerato"" ed. 2010","Etichetta ADR ""Protossido di azoto refrig."" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13901,"EC172","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Acetilene"" ed. 2010","Etichetta ADR ""Acetilene"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13902,"EC173","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Idrogeno"" ed. 2010","Etichetta ADR ""Idrogeno"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13903,"EC174","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Metano"" ed. 2010","Etichetta ADR ""Metano"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13904,"EC175","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Trifluoruro di boro"" ed. 2010","Etichetta ADR ""Trifluoruro di boro"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13905,"EC176","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Diossido di zolfo"" ed. 2010","Etichetta ADR ""Diossido di zolfo"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13906,"EC177","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Etilene"" ed. 2010","Etichetta ADR ""Etilene"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13907,"EC178","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Monossido di carbonio compresso"" ed. 2010","Etichetta ADR ""Monossido di carbonio compr."" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13908,"EC179","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Ossido di azoto compresso"" ed. 2010","Etichetta ADR ""Ossido di azoto compresso"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13909,"EC180","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Ammoniaca anidra"" ed. 2010","Etichetta ADR ""Ammoniaca anidra"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13910,"EC181","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Solfuro di idrogeno"" ed. 2010","Etichetta ADR ""Solfuro di idrogeno"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13911,"EC182","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Tetrossido di diazoto"" ed. 2010","Etichetta ADR ""Tetrossido di diazoto"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13912,"EC183","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Diossido di azoto"" ed. 2010","Etichetta ADR ""Diossido di azoto"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13913,"EC184","Italy","Etichette ADR bombole","ADR bombole monogas","Etichetta ADR ""Ossido di etilene"" ed. 2010","Etichetta ADR ""Ossido di etilene"" ed. 2010",100,"5.00",,FALSO,FALSO,"SMR","N011",,
13918,"EC189","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Alisol 730, 820 e 910 in pacchi","Etich. ADR pacchi Alisol 730,820,910",,"0.24",,FALSO,FALSO,"SMR","N011",,
13919,"EC190","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Meforex M-95 in bidoni","Etich. ADR bidoni Meforex M-95",,"0.24",,FALSO,FALSO,"SMR","N011",,
13920,"EC191","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Enermix M21a, M24a, M24b e M24c in pacchi","Etich. ADR pacchi Enermix M21a",,"0.24",,FALSO,FALSO,"SMR","N011",,
13921,"EC192","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Arcox 155 e 355 in pacchi","Etich. ADR pacchi Arcox 155,355",,"0.24",,FALSO,FALSO,"SMR","N011",,
13922,"EC193","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Goldmix in pacchi","Etich. ADR pacchi Glodmix",,"0.24",,FALSO,FALSO,"SMR","N011",,
13923,"EC194","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per MAPP-HP in bidoni","Etich. ADR bidoni MAPP-HP",,"0.24",,FALSO,FALSO,"SMR","N011",,
13924,"EC195","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Enermix R11a e Idrargo 20, 25 e 35 in pacchi","Etich. ADR pacchi Enermix R11a",,"0.24",,FALSO,FALSO,"SMR","N011",,
13925,"EC196","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Azoidro 10, 15, 20, 30 e 50 in pacchi","Etich. ADR pacchi Azoidro 10",,"0.24",,FALSO,FALSO,"SMR","N011",,
13926,"EC197","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Idrargo 5, 7 e 15 in pacchi","Etich. ADR pacchi Idrargo 5",,"0.24",,FALSO,FALSO,"SMR","N011",,
13927,"EC198","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Oxargo 1, 2 e 3 in pacchi","Etich. ADR pacchi Oxargo 1",,"0.24",,FALSO,FALSO,"SMR","N011",,
13928,"EC199","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Algofrene 22 e HCFC 22 in bidoni","Etich. ADR bidoni Algofrene 22",,"0.24",,FALSO,FALSO,"SMR","N011",,
13929,"EC200","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per aria in pacchi","Etich. ADR pacchi ARIA",,"0.24",,FALSO,FALSO,"SMR","N011",,
13930,"EC201","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Alisol 460, 550, 631 e 721 in pacchi","Etich. ADR pacchi Alisol 460",,"0.24",,FALSO,FALSO,"SMR","N011",,
13931,"EC202","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per CAR 10, 15, 18 e 20 in pacchi","Etich. ADR pacchi CAR 10",,"0.24",,FALSO,FALSO,"SMR","N011",,
13932,"EC203","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Enermix M12a, M14a, M23a e M241a in bidoni","Etich. ADR bidoni Enermix M12a",,"0.24",,FALSO,FALSO,"SMR","N011",,
13933,"EC204","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per CAR 3, 5 e 25 in pacchi","Etich. ADR pacchi CAR 3",,"0.24",,FALSO,FALSO,"SMR","N011",,
13934,"EC205","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Meforex 134a in bidoni","Etich. ADR bidoni Meforex 134a",,"0.24",,FALSO,FALSO,"SMR","N011",,
13935,"EC206","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Enermix 3a, 3b, 3c e 3d in pacchi","Etich. ADR pacchi Enermix 3a",,"0.24",,FALSO,FALSO,"SMR","N011",,
13936,"EC207","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Meforex M55 e M57 in bidoni","Etich. ADR bidoni Meforex M55",,"0.24",,FALSO,FALSO,"SMR","N011",,
13937,"EC208","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Azoidro 5 in pacchi","Etich. ADR pacchi Azoidro 5",,"0.24",,FALSO,FALSO,"SMR","N011",,
13938,"EC209","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Zincomix in pacchi","Etich. ADR pacchi Zincomix",,"0.24",,FALSO,FALSO,"SMR","N011",,
13939,"EC210","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per Idrargo 2 in pacchi","Etich. ADR pacchi Idrargo 2",,"0.24",,FALSO,FALSO,"SMR","N011",,
13940,"EC211","Italy","Etichette ADR pacchi","ADR pacchi miscele","Etichette ADR per monogas in erogatori, pacchi o bidoni","Etich. ADR monogas",,,,FALSO,FALSO,"SMR","N011",,
13941,"EC212","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per ossigeno liquido in erogatori","Etich. ADR erog. O2 liquido",,"0.24",,FALSO,FALSO,"SMR","N011",,
13942,"EC213","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per azoto liquido in erogatori","Etich. ADR erog. N2 liquido",,"0.24",,FALSO,FALSO,"SMR","N011",,
13943,"EC214","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per ammoniaca in bidoni","Etich. ADR bidoni Ammoniaca",,"0.24",,FALSO,FALSO,"SMR","N011",,
13944,"EC215","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per azoto compresso in pacchi","Etich. ADR pacchi N2 compresso",,"0.24",,FALSO,FALSO,"SMR","N011",,
13945,"EC216","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per acetilene disciolta in pacchi","Etich. ADR pacchi AD disciolta",,"0.24",,FALSO,FALSO,"SMR","N011",,
13946,"EC217","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per idrogeno in pacchi","Etich. ADR pacchi H2",,"0.24",,FALSO,FALSO,"SMR","N011",,
13947,"EC218","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per protossido di azoto in erogatori","Etich. ADR erog. N2O",,"0.24",,FALSO,FALSO,"SMR","N011",,
13948,"EC219","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per ossigeno industriale in erogatori","Etich. ADR erog. O2 industriale",,"0.24",,FALSO,FALSO,"SMR","N011",,
13949,"EC220","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per ossigeno FU, alimentare, puro, avio e laser in pacchi","Etich. ADR pacchi O2 FU",,"0.24",,FALSO,FALSO,"SMR","N011",,
13950,"EC221","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per argon in erogatori","Etich. ADR erog. Ar",,"0.24",,FALSO,FALSO,"SMR","N011",,
13951,"EC222","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per anidride carbonica FU, MD e alimentare in pacchi","Etich. ADR pacchi CO2 FU",,"0.24",,FALSO,FALSO,"SMR","N011",,
13952,"EC223","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per anidride carbonica industriale in erogatori","Etich. ADR erog. CO2 industriale",,"0.24",,FALSO,FALSO,"SMR","N011",,
13953,"EC224","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per Enersafe in pacchi","Etich. ADR pacchi Enersafe",,"0.24",,FALSO,FALSO,"SMR","N011",,
13954,"EC225","Italy","Etichette ADR pacchi","ADR pacchi monogas","Etichette ADR per azoto laser, alimentare e FU in pacchi","Etich. ADR pacchi N2 laser",,"0.24",,FALSO,FALSO,"SMR","N011",,
13955,"EC226","Italy","Etichette ADR pacchi","ADR pacchi gas puri","Etichette ADR per pacchi di protossido di azoto puro, ipersecco, ricerche ed elettronica","Etichette ADR per pacchi di protossido di azoto puro",,"0.30",,FALSO,FALSO,"SMR","N011",,
13956,"EC227","Italy","Etichette ADR pacchi","ADR pacchi gas puri","Etichette ADR per pacchi di ossigeno puro, ultrapuro, elettronica, ricerche e ricerche ex","Etichette ADR per pacchi di ossigeno puro",,"0.30",,FALSO,FALSO,"SMR","N011",,
13957,"EC228","Italy","Etichette ADR pacchi","ADR pacchi gas puri","Etichette ADR per pacchi di elio ultrapuro, ballongas, ricerche, elettronica e ECD","Etichette ADR per pacchi di elio ultrapuro",,"0.30",,FALSO,FALSO,"SMR","N011",,
13958,"EC229","Italy","Etichette ADR pacchi","ADR pacchi gas puri","Etichette ADR per pacchi di aria purissima e ultrapura","Etichette ADR per pacchi di aria purissima e UP",,"0.30",,FALSO,FALSO,"SMR","N011",,
13959,"EC230","Italy","Etichette ADR pacchi","ADR pacchi gas puri","Etichette ADR per pacchi di azoto ultrapuro, ricerche, ricerche extra e megabit","Etichette ADR per pacchi di azoto ultrapuro",,"0.30",,FALSO,FALSO,"SMR","N011",,
13960,"EC231","Italy","Etichette ADR pacchi","ADR pacchi gas puri","Etichette ADR per pacchi di argon ricerche, elettronica, megabit e ultrapuro","Etichette ADR per pacchi di argon ricerche",,"0.30",,FALSO,FALSO,"SMR","N011",,
13961,"EC232","Italy","Etichette ADR pacchi","ADR pacchi gas puri","Etichette ADR per pacchi di Argoidro 3, 4, 5 e 7","Etichette ADR per pacchi di Argoidro 3, 4, 5 e 7",,"0.30",,FALSO,FALSO,"SMR","N011",,
13962,"EC233","Italy","Etichette ADR pacchi","ADR pacchi gas puri","Etichette ADR per pacchi di metano standard, puro, purissimo, ultrapuro e ricerche","Etichette ADR per pacchi di metano standard e puro",,"0.30",,FALSO,FALSO,"SMR","N011",,
13963,"EC234","Italy","Etichette ADR pacchi","ADR pacchi gas puri","Etichette ADR per pacchi di idrogeno ultrapuro, ricerche, ricerche EX ed ECD","Etichette ADR per pacchi di idrogeno ultrapuro",,"0.30",,FALSO,FALSO,"SMR","N011",,
13964,"EC235","Italy","Etichette ADR pacchi","ADR pacchi gas puri","Etichette ADR per pacchi di Azocarb 20, 30 e IP","Etichette ADR per pacchi di Azocarb 20, 30 e IP",,"0.30",,FALSO,FALSO,"SMR","N011",,
13965,"EC236","Italy","Etichette ADR pacchi","ADR pacchi gas puri","Etichette ADR per pacchi di Fruttasol","Etichette ADR per pacchi di Fruttasol",,"0.30",,FALSO,FALSO,"SMR","N011",,
13966,"EC237","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 1 litro in acciaio","Etich. x bb O2 con valvola standard da 1 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13967,"EC238","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 2 litri in acciaio","Etich. x bb O2 con valvola standard da 2 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13968,"EC239","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 3 litri in acciaio","Etich. x bb O2 con valvola standard da 3 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13969,"EC240","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 5 litri in acciaio","Etich. x bb O2 con valvola standard da 5 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13970,"EC241","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 7 litri in acciaio","Etich. x bb O2 con valvola standard da 7 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13971,"EC242","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 10 litri in acciaio","Etich. x bb O2 con valv. standard da 10 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13972,"EC243","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 14 litri in acciaio","Etich. x bb O2 con valv. standard da 14 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13973,"EC244","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 14 litri in alluminio","Etich. x bb O2 con valv. std. da 14 l in alluminio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13974,"EC245","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 27 litri in acciaio","Etich. x bb O2 con valv. standard da 27 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13975,"EC246","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 40 litri in acciaio","Etich. x bb O2 con valv. standard da 40 l in acciaio",50,"12.00",,FALSO,FALSO,"SMR","N011",,
13976,"EC247","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 50 litri in acciaio","Etich. x bb O2 con valv. standard da 50 l in acciaio",50,"12.00",,FALSO,FALSO,"SMR","N011",,
13977,"EC248","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 2 litri in alluminio","Etich. x bb O2 con valv. riduttr. da 2 l in alluminio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13978,"EC249","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 3 litri in acciaio","Etich. x bb O2 con valvola riduttr. da 3 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13979,"EC250","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 5 litri in acciaio","Etich. x bb O2 con valvola riduttr. da 5 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13980,"EC251","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 5 litri in alluminio","Etich. x bb O2 con valv. riduttr. da 5 l in alluminio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13981,"EC252","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 7 litri in acciaio","Etich. x bb O2 con valvola riduttr. da 7 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13982,"EC253","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 14 litri in alluminio","Etich. x bb O2 valv. riduttr. da 14 l in alluminio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13983,"EC254","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 14 litri in acciaio","Etich. x bb O2 valvola riduttr. da 14 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13984,"EC255","Italy","Etichette AIC","AIC, ossigeno","Etichette per pacchi di ossigeno da 9 bombole","Etichette per pacchi O2 da 9 bombole",50,"12.00",,FALSO,FALSO,"SMR","N011",,
13985,"EC256","Italy","Etichette AIC","AIC, ossigeno","Etichette per pacchi di ossigeno da 12 bombole","Etichette per pacchi O2 da 12 bombole",50,"12.00",,FALSO,FALSO,"SMR","N011",,
13986,"EC257","Italy","Etichette AIC","AIC, ossigeno","Etichette per pacchi di ossigeno da 16 bombole","Etichette per pacchi O2 da 16 bombole",50,"12.00",,FALSO,FALSO,"SMR","N011",,
13987,"EC258","Italy","Etichette AIC","AIC, ossigeno","Etichette per pacchi di ossigeno da 20 bombole","Etichette per pacchi O2 da 20 bombole",50,"12.00",,FALSO,FALSO,"SMR","N011",,
13988,"EC259","Italy","Etichette AIC","AIC, ossigeno","Etichette per unità base da 10 litri","Etichette per unità base da 10 litri",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13989,"EC260","Italy","Etichette AIC","AIC, ossigeno","Etichette per unità base da 20 litri","Etichette per unità base da 20 litri",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13990,"EC261","Italy","Etichette AIC","AIC, ossigeno","Etichette per unità base da 28 litri","Etichette per unità base da 28 litri",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13991,"EC262","Italy","Etichette AIC","AIC, ossigeno","Etichette per unità base da 30 litri","Etichette per unità base da 30 litri",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13992,"EC263","Italy","Etichette AIC","AIC, ossigeno","Etichette per unità base da 37 litri","Etichette per unità base da 37 litri",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13993,"EC264","Italy","Etichette AIC","AIC, ossigeno","Etichette per unità base da 40 litri","Etichette per unità base da 40 litri",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13994,"EC265","Italy","Etichette AIC","AIC, ossigeno","Etichette per unità base da 45 litri","Etichette per unità base da 45 litri",50,"7.50",,FALSO,FALSO,"SMR","N011",,
13995,"EC266","Italy","Etichette AIC","AIC, ossigeno","Etichette per serbatoi di ossigeno da 1'000 litri","Etichette per serbatoi O2 da 1'000 litri",50,"140.00",,FALSO,FALSO,"SMR","N011",,
13996,"EC267","Italy","Etichette AIC","AIC, ossigeno","Etichette per serbatoi di ossigeno da 1'500 litri","Etichette per serbatoi O2 da 1'500 litri",50,"140.00",,FALSO,FALSO,"SMR","N011",,
13997,"EC268","Italy","Etichette AIC","AIC, ossigeno","Etichette per serbatoi di ossigeno da 3'000 litri","Etichette per serbatoi O2 da 3'000 litri",50,"140.00",,FALSO,FALSO,"SMR","N011",,
13998,"EC269","Italy","Etichette AIC","AIC, ossigeno","Etichette per serbatoi di ossigeno da 5'000 litri","Etichette per serbatoi O2 da 5'000 litri",50,"140.00",,FALSO,FALSO,"SMR","N011",,
13999,"EC270","Italy","Etichette AIC","AIC, ossigeno","Etichette per serbatoi di ossigeno da 10'000 litri","Etichette per serbatoi O2 da 10'000 litri",50,"140.00",,FALSO,FALSO,"SMR","N011",,
14000,"EC271","Italy","Etichette AIC","AIC, ossigeno","Etichette per serbatoi di ossigeno da 15'000 litri","Etichette per serbatoi O2 da 15'000 litri",50,"140.00",,FALSO,FALSO,"SMR","N011",,
14001,"EC272","Italy","Etichette AIC","AIC, ossigeno","Etichette per serbatoi di ossigeno da 20'000 litri","Etichette per serbatoi O2 da 20'000 litri",50,"140.00",,FALSO,FALSO,"SMR","N011",,
14002,"EC273","Italy","Etichette AIC","AIC, ossigeno","Etichette per serbatoi di ossigeno da 30'000 litri","Etichette per serbatoi O2 da 30'000 litri",50,"140.00",,FALSO,FALSO,"SMR","N011",,
14003,"EC274","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 0.5 litri in acciaio","Etich. x bb O2 con valv. standard da 0.5 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14004,"EC275","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 30 litri in acciaio","Etich. x bb O2 con valv. standard da 30 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14005,"EC276","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola standard da 33 litri in acciaio","Etich. x bb O2 con valv. standard da 33 l in acciaio",50,"12.00",,FALSO,FALSO,"SMR","N011",,
14006,"EC277","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 2 litri in acciaio","Etich. x bb O2 con valvola riduttr. da 2 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14007,"EC278","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 27 litri in acciaio","Etich. x bb O2 con valv. riduttr. da 27 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14008,"EC279","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 30 litri in acciaio","Etich. x bb O2 con valv. riduttr. da 30 l in acciaio",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14009,"EC280","Italy","Etichette AIC","AIC, ossigeno","Etichette per bombole di ossigeno con valvola riduttrice da 33 litri in acciaio","Etich. x bb O2 con valv. riduttr. da 33 l in acciaio",50,"12.00",,FALSO,FALSO,"SMR","N011",,
14010,"EC281","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 3.75 kg","Etichette per bombole di azoto protossido da 3.75 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14011,"EC282","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 7.5 kg","Etichette per bombole di azoto protossido da 7.5 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14012,"EC283","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 10.5 kg","Etichette per bombole di azoto protossido da 10.5 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14013,"EC284","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 20.25 kg","Etichette per bombole di azoto protossido da 20.25 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14014,"EC285","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 30 kg","Etichette per bombole di azoto protossido da 30 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14015,"EC286","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 37.5 kg","Etichette per bombole di azoto protossido da 37.5 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14016,"EC287","Italy","Etichette AIC","AIC protossido azoto","Etichette per bombole di azoto protossido da 2.25 kg","Etichette per bombole di azoto protossido da 2.25 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14017,"EC288","Italy","Etichette AIC","AIC protossido azoto","Etichette per pacchi di azoto protossido","Etichette per pacchi di azoto protossido",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14018,"EC289","Italy","Etichette AIC","AIC protossido azoto","Etichette per serbatoi di azoto protossido da 700 kg","Etichette per serbatoi di azoto protossido da 700 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14019,"EC290","Italy","Etichette AIC","AIC protossido azoto","Etichette per serbatoi di azoto protossido da 1200 kg","Etichette per serbatoi di azoto protossido da 1200 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
14020,"EC291","Italy","Etichette AIC","AIC protossido azoto","Etichette per serbatoi di azoto protossido da 1300 kg","Etichette per serbatoi di azoto protossido da 1300 kg",50,"7.50",,FALSO,FALSO,"SMR","N011",,
